"","date","and.mail","anglija.lt","animal.print.wallpaper","aptana.studio","benefity.w.uk","bikram.yoga.manchester","blogger.blogs","bodywise","border.agency","bristol.evening.post","broken.laptops","cake.courses","cancer.network","cheap.mots","children.centre.jobs","club.visa","cracked.com","credit.management","cupcake.company","cupcake.shops","custom.wordpress","design.blogs","dieline","dove.spa","easy.as.hgv","electrician.jobs","enzoani","fabric.inspirations","free.wordpress.themes","geek.glasses","geeky.glasses","get.my.website.on.google","good.run","government.vacancies","guard.jobs","hairandbeautyjobs","hopital","how.to.get.a.crb.check","impact.level","income.based","independent.review","jewellery.blog","jewellery.school","job.is","job.seekers","jobrapido","jobs.in.berkshire","jobs.in.crawley.west.sussex","jobs.in.halifax.west.yorkshire","jquery.bind","jquery.plugin","keepmoat.homes","labourer.jobs.in.london","light.in.a.box","ltv.mortgages","makeuseof","mckinsey.quarterly","mobile.selling","muscle.fuel","napp","naruto.wiki","nerd.glasses","netmums","nhs.information","nursing.diploma","official.guide","pedal.studio","perfection.bridal","phd.pharma","phone.selling","priority.club.visa","ptlls","purple.wedding.flowers","quality.inn.international","reader","redundancy.insurance","rubicon.people","security.jobs.in.glasgow","sell.a.mobile","sharethis","simply.childcare","skyhome","soaked.in.luxury","sound.converter","text.check","the.best.protein.shake","tiger.insurance","twitter.feeds","twitter.icons","twitter.widget","uk.border.agency","uk.border","unemployed.in.uk","unemployed","usn.muscle.fuel.anabolic","usn.muscle.fuel","virgin.finance","welsh.football.trust","winsford.lifestyle.centre","www.totaljobs.com","xenapp","xogogo","zebra.print.wallpaper","X10.cake","active.london","after.redundancy","alfa.romeo.mito","anyone.have","ask.a.lawyer","b4busty","bam.construct","been.made.redundant","being.made.redundant","bridgend.property","can.i.be.made.redundant","capital.plus","changing.the.world","cheap.baby","chichester.jobs","citysocialising","claim.jobseekers.allowance","claiming.job.seekers","claiming.redundancy","class.fitness","community.treatment.order","consultation.period","consultation.redundancy","corporate.bond.funds","corporate.bond.index","crazy.events","cut.jobs","darling.clothing","debt.support","direct.gov.uk","directgov.com","downturn","driving.jobs.in.kent","economic.downturn","ehow","enduro.news","esxi.server","facing.redundancy","fashion.internships","fonesafe","gb.oils","give.me.a.call","goal.centre","good.agency","government.payment","guarantee.pay","guardian.home.exchange","help.for.small.business","home.option","hospitals.bristol","hotel.smithfield","housing.benefits","how.much.income.support","how.much.is.unemployment","how.to.calculate.redundancy","i.have.been.made.redundant","i.love.my.bear","job.losses.uk","job.losses","jobcentre.plus","jobcentre","jobs.at.morrisons","jobseeker.allowance","kfc.coupons","king.careers","laid.off","lay.off","laying.off","layoff","layoffs","liberty.leasing","live.messenger.sign.in","lloyds.tsb.international","lloyds.tsb.phone","losses","lotc","ltv","made.redundant","making.redundancies","making.someone.redundant","maldron.hotel.smithfield","meal.offers","mercedes.wiki","mortgage.variable.rate","nationwide.standard.variable.rate","netflights","nhs.stoke","notice.for.redundancy","nowgamer","oil.etf","orange.insurance","orange.phone.insurance","parkway.motors","patient.reported.outcome.measures","patient.reported.outcome","pay.cut","perceptive.informatics","pr.internships","pricegong","printing.money","react.funding","reasons.for.redundancy","redundancies.uk","redundancies","redundancy.consultation","redundancy.matrix","redundancy.meeting","redundancy.money","redundancy.pay.tax","redundancy.pay","redundancy.payout","redundant","restaurant.discounts","restaurant.offers","risk.of.redundancy","security.guard.jobs","security.jobs","shp.jobs","siemens.healthcare","signing.on","soccerpitch","standard.redundancy","star.now","supermarket.jobs","svr.mortgage","tattoo.machine","tax.band.f","tax.free.redundancy","the.cake.lady","trade.credit.insurance","uk.corporate.bonds","uk.job.losses","unilever.leatherhead","university.hospitals.bristol","variable.mortgage.rates","vector.stock","virgin.credit.card.application","voicemail.orange","voluntary.redundancy","weight.gainer","what.do.i.do.","www.hsbc.co.uk"
"45","2007-09-01",27,14,8,0,44,19,24,27,"10",57,14,27,56,0,22,26,9,62,23,15,4,16,0,11,0,38,0,0,14,12,0,0,25,46,47,0,49,33,29,28,62,0,45,43,31,5,56,23,32,0,5,15,39,0,17,0,14,18,21,50,44,0,23,42,35,23,20,0,11,18,0,13,30,32,71,22,0,19,25,0,23,0,0,34,19,0,14,0,0,0,1,9,18,36,0,6,51,0,0,31,0,0,17,11,71,17,0,23,0,0,0,0,35,21,0,17,40,70,26,10,11,31,21,16,0,24,18,0,21,16,17,17,16,15,0,0,14,0,16,13,0,27,20,38,13,49,11,33,32,40,0,7,35,39,28,50,21,0,0,0,36,0,7,25,36,26,29,41,9,11,14,11,11,9,24,21,50,24,31,0,42,14,0,24,0,19,58,10,13,2,53,14,0,9,42,39,0,0,40,23,60,50,0,32,0,24,20,10,18,30,0,0,11,20,24,31,48,21,0,59,44,12,18,23,30,17,44,55,4,20,6,25,26,0,17,0,0,0,12,0,27,36,16,26,29,0
"46","2007-10-01",29,9,7,17,10,0,21,28,"10",64,12,17,55,0,48,28,19,66,20,0,3,47,15,25,0,45,0,0,6,16,0,18,23,33,28,26,62,22,33,8,53,19,35,42,24,3,48,0,0,0,26,7,23,10,20,0,10,19,10,47,31,12,21,40,27,24,18,11,14,34,0,5,9,29,73,25,0,25,13,0,24,5,27,36,22,0,12,12,0,4,1,10,20,34,0,5,70,0,0,25,0,0,30,10,70,27,0,27,0,0,0,34,20,47,0,30,30,66,33,21,13,24,19,23,0,14,26,15,0,35,41,0,58,21,0,7,19,4,15,32,0,24,25,25,8,0,30,25,18,0,0,6,63,35,63,49,13,24,21,35,46,8,13,24,34,18,26,0,21,10,8,10,10,15,21,31,50,38,32,0,28,12,25,11,0,9,26,13,0,0,48,12,0,13,46,23,0,30,36,5,18,15,0,10,37,22,9,20,26,18,15,22,20,26,21,30,22,3,0,26,45,38,16,40,53,15,43,44,11,32,15,30,70,19,15,0,0,0,4,66,24,39,23,27,42,14
"47","2007-11-01",26,10,7,25,0,0,16,39,"14",53,18,29,71,0,28,13,18,55,8,13,6,18,14,13,0,31,0,0,3,5,0,17,20,21,42,76,49,28,32,28,74,0,50,45,22,8,42,0,40,0,17,0,22,27,12,0,19,28,4,41,36,22,19,40,26,29,0,0,19,20,0,8,9,16,73,26,38,0,25,18,11,7,0,45,36,0,12,12,0,0,4,10,15,47,0,10,37,0,0,16,0,0,14,13,79,47,0,29,20,0,0,24,22,18,20,56,41,53,27,15,9,20,0,16,0,14,33,0,17,47,19,0,27,21,5,11,30,8,8,11,0,0,24,31,22,41,9,27,20,17,0,11,30,33,60,49,17,0,0,49,37,12,10,22,30,17,17,35,23,0,4,9,5,10,20,31,24,11,36,16,26,27,23,10,0,8,34,7,0,1,70,12,0,24,49,22,19,0,34,10,17,14,0,21,0,0,11,18,33,0,44,21,46,30,0,34,13,19,27,28,40,31,31,33,25,28,56,39,5,30,9,21,33,18,0,16,40,0,3,12,23,42,25,19,34,0
"48","2007-12-01",27,20,17,49,0,19,14,41,"11",49,14,19,47,26,11,18,9,57,9,0,8,37,17,20,0,29,7,0,10,21,0,20,34,19,25,0,54,16,17,19,56,66,32,31,14,4,31,0,16,16,15,0,0,11,14,0,6,20,18,30,32,0,17,33,30,25,0,0,0,20,0,12,0,17,70,11,0,38,10,21,0,6,0,42,29,18,0,0,0,4,2,9,27,38,0,17,40,0,0,12,0,0,0,19,71,26,0,33,0,0,0,19,22,0,24,17,28,49,27,14,15,8,0,11,0,16,19,0,0,24,17,0,0,19,6,10,21,5,17,6,0,0,28,28,9,12,45,12,48,41,0,17,24,39,100,36,27,0,0,0,44,9,4,16,22,15,25,41,14,33,38,11,11,19,24,38,25,20,25,0,32,17,0,0,0,10,35,12,0,1,43,0,0,19,29,22,23,0,0,28,20,33,0,21,0,0,10,8,19,0,0,12,11,27,0,27,16,10,0,43,33,12,0,30,60,0,51,32,9,28,6,25,0,11,0,10,24,0,12,30,28,48,8,26,39,0
"49","2008-01-01",27,14,13,0,27,16,15,30,"16",63,22,44,68,0,48,32,9,54,7,0,15,34,0,24,0,49,9,0,8,10,16,41,16,42,40,24,58,20,34,19,54,36,39,43,29,6,67,28,13,0,20,6,31,9,19,0,18,28,4,43,47,21,23,52,30,23,33,10,26,21,0,20,16,61,72,30,0,31,24,25,13,5,0,37,30,0,6,11,7,0,4,12,18,44,0,12,79,20,14,31,0,0,14,12,94,35,0,35,0,0,0,16,14,17,20,47,27,90,41,10,12,19,0,25,0,20,34,27,50,0,32,14,40,23,15,10,23,10,15,39,10,0,39,34,18,10,36,36,29,24,27,11,24,32,57,48,34,43,0,0,64,11,11,26,39,35,20,0,22,18,31,36,13,13,19,33,43,24,41,0,31,21,0,10,0,28,33,22,11,1,70,45,0,15,45,31,38,27,0,18,16,27,0,14,34,30,16,17,34,0,14,20,36,45,0,45,26,34,17,19,43,20,15,43,24,27,54,60,7,33,14,40,42,0,27,8,58,0,13,36,22,26,23,29,42,0
"50","2008-02-01",26,19,14,17,29,33,17,64,"16",56,12,34,66,0,42,30,18,70,36,26,10,41,29,30,0,48,6,0,12,19,0,18,18,34,56,52,62,14,29,21,49,19,25,48,25,6,54,0,55,0,13,7,90,19,17,0,29,25,6,66,41,23,26,36,40,22,0,11,24,17,0,16,22,32,72,19,0,0,13,0,23,8,0,40,27,0,6,12,0,0,2,13,8,45,0,5,59,0,0,41,2,0,29,13,62,37,2,39,20,0,0,33,19,65,42,22,27,85,36,14,26,24,18,25,19,7,25,0,0,14,45,0,42,28,0,2,49,13,14,20,0,0,24,61,30,32,39,28,48,44,15,6,41,50,62,44,33,23,20,67,38,8,12,29,40,20,18,18,20,0,29,14,23,18,0,50,19,24,38,0,34,23,48,10,0,22,45,7,0,1,55,24,0,0,49,37,40,29,52,15,0,43,0,31,0,21,9,15,25,17,15,21,19,37,20,40,28,25,18,31,42,10,32,45,26,29,55,38,13,28,5,58,34,9,0,0,31,0,11,0,24,40,23,62,44,13
"51","2008-03-01",26,23,0,49,19,16,26,46,"14",66,12,37,49,43,59,31,16,59,16,0,3,18,14,22,34,42,6,0,12,8,0,0,33,42,42,25,71,28,35,24,60,0,47,44,23,4,59,20,53,0,10,0,33,9,17,0,26,24,8,45,42,17,28,38,47,23,17,0,23,19,0,17,13,27,70,22,38,16,12,26,6,5,0,41,36,0,6,0,7,7,4,12,19,41,0,0,67,21,0,18,2,0,42,19,68,29,16,39,0,0,0,16,33,45,31,49,28,76,45,17,13,7,18,17,0,20,16,0,17,20,29,15,0,28,27,11,48,6,17,25,0,0,41,40,11,21,47,28,44,17,21,14,40,38,12,48,38,45,0,0,24,8,11,26,36,25,18,17,16,28,24,14,23,22,20,46,33,22,28,16,35,31,24,10,0,16,49,9,11,0,34,12,0,12,39,22,39,0,0,19,34,28,0,24,71,62,11,15,16,34,0,42,9,36,40,43,27,21,0,14,41,31,0,37,50,0,51,48,7,21,19,14,44,0,14,8,20,15,3,25,0,41,19,35,43,13
"52","2008-04-01",28,21,7,0,27,16,18,38,"21",56,23,25,48,21,80,35,19,55,8,12,16,35,14,17,0,47,12,23,13,10,0,50,20,43,47,25,65,14,17,12,52,0,37,46,26,10,46,19,0,13,16,6,42,13,21,0,11,30,15,65,42,11,24,44,46,17,0,10,31,24,0,12,17,42,67,28,0,24,32,34,11,10,0,27,38,0,6,22,7,0,10,21,33,41,0,10,65,0,14,35,14,0,14,35,88,14,18,46,0,0,0,48,33,26,40,21,25,64,38,23,31,16,35,19,19,40,33,14,51,20,48,0,41,25,11,15,41,8,11,27,0,44,34,50,22,0,28,30,23,17,0,6,88,25,59,70,62,22,19,32,20,8,21,29,38,27,10,17,15,18,20,23,18,16,0,41,21,28,44,0,43,36,0,10,0,18,34,26,11,4,58,11,0,16,32,14,0,28,33,9,33,27,0,18,0,20,11,23,33,0,14,72,9,43,39,48,13,11,26,38,45,35,23,31,49,0,49,48,14,46,14,55,43,9,41,8,0,44,27,37,68,29,22,51,53,0
"53","2008-05-01",28,13,14,33,37,0,22,31,"20",52,23,27,61,0,36,35,29,59,27,0,6,31,0,30,0,45,9,0,16,13,0,17,21,31,58,25,60,28,14,28,67,37,25,42,27,15,52,0,0,0,14,6,0,18,17,64,16,34,16,38,38,16,28,41,37,26,0,0,36,27,23,18,21,30,66,31,37,32,16,26,14,5,0,38,37,0,6,11,7,25,11,23,26,46,0,10,38,21,0,24,6,0,14,27,72,11,8,29,0,14,0,48,15,18,40,42,26,57,41,18,16,13,18,17,0,27,24,7,17,0,24,0,54,22,27,15,35,4,17,40,0,0,27,47,18,20,19,41,30,0,28,17,35,23,83,51,30,44,29,33,37,11,13,24,36,29,24,17,8,37,32,33,9,32,40,31,30,36,31,0,40,33,23,20,0,27,63,15,11,14,53,58,0,35,41,14,0,0,67,14,0,28,0,18,35,20,6,24,24,17,14,31,0,36,20,48,20,14,18,19,48,20,31,37,25,0,47,46,20,55,14,35,87,9,0,8,0,15,3,37,23,38,14,47,64,13
"54","2008-06-01",28,23,0,17,19,16,14,66,"27",59,17,26,73,22,60,33,26,59,27,26,6,40,14,18,0,37,13,0,18,10,17,60,27,44,53,26,61,14,36,12,46,75,43,44,33,12,50,10,27,14,19,6,22,9,19,0,12,25,18,60,40,33,32,40,24,26,17,0,37,22,41,17,13,26,64,35,0,16,13,27,11,10,0,40,37,30,6,0,0,4,16,25,8,48,6,12,66,0,0,22,7,0,0,26,64,47,16,38,0,14,0,73,18,45,21,56,31,64,33,24,19,36,0,21,19,54,53,0,17,13,24,0,14,26,0,26,36,17,14,24,21,23,44,43,15,31,47,52,17,17,14,11,75,33,36,45,33,0,20,33,40,15,17,28,41,42,28,17,27,19,28,28,14,26,0,39,28,19,34,16,27,38,47,10,0,27,58,23,0,14,79,23,0,20,29,22,59,28,0,19,17,14,0,15,0,0,11,27,53,17,0,94,47,44,20,41,34,15,18,33,46,41,23,37,0,14,56,54,11,49,9,42,0,9,14,25,0,15,17,37,0,38,46,48,71,13
"55","2008-07-01",31,17,7,41,0,16,18,34,"25",58,11,46,53,0,50,39,21,68,31,12,6,39,14,20,0,41,12,0,16,15,50,51,19,57,48,50,60,14,21,16,51,37,22,44,41,17,57,0,26,13,18,0,21,0,31,32,21,36,10,59,81,27,28,36,31,25,0,0,27,28,23,23,25,28,70,25,0,0,12,35,11,12,0,45,34,29,12,11,7,15,21,26,15,45,6,5,50,20,0,32,9,0,28,21,78,43,37,40,20,21,0,24,63,54,30,63,26,80,40,22,9,26,18,22,19,54,49,0,35,27,29,0,0,25,5,36,53,13,18,32,11,22,27,39,18,21,28,38,33,17,14,17,64,51,36,60,32,22,39,33,30,23,21,28,42,61,17,0,31,37,36,42,18,22,20,47,38,25,27,0,30,45,35,10,0,32,68,17,0,22,73,23,0,8,51,25,39,84,33,33,0,0,0,33,35,41,14,36,49,17,0,52,18,45,20,46,54,29,35,44,50,15,62,31,37,14,52,59,14,47,47,21,87,9,14,25,20,15,20,12,35,35,24,43,74,0
"56","2008-08-01",30,22,0,17,57,17,18,83,"29",61,12,32,64,0,42,50,30,54,36,32,10,36,14,25,0,44,19,0,23,8,0,53,21,42,53,26,55,28,18,16,57,57,35,42,36,12,50,0,14,14,30,7,0,9,20,33,22,35,20,50,48,40,34,31,34,21,35,0,28,23,24,16,0,47,69,35,39,33,21,36,6,15,0,48,39,15,6,35,0,4,24,29,8,41,0,5,55,0,0,16,17,0,0,28,84,41,17,44,0,43,0,17,65,37,21,58,16,70,58,23,26,34,37,19,19,35,34,7,36,28,20,15,43,21,0,18,24,15,11,25,88,0,46,33,15,32,87,32,28,17,29,6,51,26,49,50,41,0,0,34,35,16,10,26,39,30,36,72,20,19,37,14,9,14,21,65,41,32,35,0,50,44,24,0,0,22,55,16,0,19,64,24,0,16,34,30,20,29,69,30,18,14,0,19,36,53,23,25,34,53,15,32,0,35,0,46,49,37,0,49,46,21,56,42,52,14,57,61,9,48,49,36,45,0,14,9,41,31,0,64,0,37,18,54,66,13
"57","2008-09-01",29,23,13,23,0,23,30,40,"37",61,33,41,59,20,43,42,32,55,22,24,12,25,27,27,0,55,18,0,19,7,16,40,31,44,55,36,63,0,37,26,58,26,38,51,36,14,52,19,12,32,21,30,20,34,11,30,11,35,17,40,53,21,35,38,35,18,32,10,26,27,16,27,12,36,79,58,35,15,27,33,26,14,24,42,43,14,6,11,0,7,33,41,21,59,6,5,84,39,0,25,32,0,0,26,80,54,26,36,19,39,0,76,35,25,39,26,20,62,69,13,9,19,17,17,0,32,51,20,33,25,45,0,13,26,25,44,22,30,16,36,80,64,48,52,25,29,26,52,25,24,13,13,61,34,34,58,38,0,37,62,44,29,34,28,39,44,50,33,18,52,45,18,60,26,38,51,56,24,46,0,36,43,22,9,70,18,64,13,0,29,61,27,0,15,39,38,0,0,64,18,16,20,0,48,67,19,13,32,51,24,34,39,52,53,37,51,45,30,17,50,52,19,51,52,24,40,49,53,5,66,45,66,41,8,0,39,19,100,3,23,0,35,31,37,49,49
"58","2008-10-01",32,22,12,21,39,14,27,36,"30",53,15,36,61,0,66,28,18,75,30,21,22,38,36,16,29,44,40,20,16,20,21,14,15,30,55,21,62,12,36,31,63,63,19,50,39,21,42,42,0,35,32,16,28,27,33,27,14,37,30,49,73,33,34,35,36,25,0,0,8,25,15,18,29,24,70,74,32,14,14,45,17,19,21,60,40,25,0,10,6,9,30,35,0,50,13,15,55,18,0,22,22,0,0,38,77,46,27,39,0,18,48,69,41,15,35,18,42,49,55,14,27,25,30,16,16,70,63,6,29,57,49,12,47,24,9,70,30,48,16,23,45,38,43,27,25,26,16,44,28,43,18,24,34,19,71,57,40,57,25,84,20,36,36,26,38,38,42,30,40,87,57,28,50,35,34,49,48,47,58,27,47,48,20,17,79,34,75,23,47,32,46,39,0,13,56,37,33,24,57,32,29,48,0,33,0,17,36,53,63,58,12,71,55,73,0,63,64,29,46,31,46,30,46,52,21,36,41,48,21,53,28,66,84,0,0,42,68,13,40,21,29,34,52,48,47,50
"59","2008-11-01",31,29,6,22,16,0,21,34,"36",44,20,23,54,58,20,41,30,68,24,33,6,51,37,26,0,42,6,0,22,20,15,0,17,28,53,44,58,18,28,18,49,16,30,50,37,21,40,26,0,12,26,28,39,36,30,43,10,29,19,64,56,15,36,46,33,26,0,14,16,32,21,24,15,16,70,100,100,43,18,16,22,43,0,46,35,26,5,20,0,0,27,38,13,50,8,13,61,0,13,20,29,0,12,30,48,73,47,39,18,49,100,43,62,48,18,56,34,48,32,7,17,35,16,14,100,66,65,43,46,24,77,26,24,26,5,85,63,80,20,29,38,20,36,21,13,18,75,30,18,30,0,12,26,31,42,52,44,59,26,58,38,61,62,24,35,41,65,15,17,99,78,45,36,68,36,39,38,33,64,14,50,55,52,18,82,26,64,96,78,33,52,51,0,28,22,19,17,25,0,21,15,25,0,34,0,45,32,72,65,59,26,28,58,60,35,73,36,43,32,34,51,27,28,58,44,37,54,41,100,38,13,49,48,20,75,37,80,40,100,44,20,31,53,50,55,46
"60","2008-12-01",34,25,0,16,18,23,17,55,"34",50,22,15,35,21,18,42,26,68,15,0,31,51,54,38,0,33,6,0,11,25,40,16,31,21,32,0,52,13,30,35,54,36,32,38,34,18,43,9,13,13,12,12,0,13,23,46,18,36,13,53,76,32,31,45,23,30,25,25,9,34,56,15,12,10,79,51,73,15,16,42,19,28,0,41,52,14,8,0,7,11,29,37,11,50,6,14,42,0,0,12,22,7,27,29,71,52,24,33,0,33,68,54,49,9,29,27,20,43,42,8,15,19,51,10,18,71,62,40,100,51,56,69,53,14,10,100,51,58,17,21,61,65,33,38,42,40,54,26,48,33,0,13,43,44,34,45,41,43,19,31,29,48,50,19,30,31,47,100,30,98,65,31,100,85,39,50,41,19,52,15,51,71,45,10,35,26,65,100,85,27,22,22,14,60,37,17,75,27,64,50,16,27,0,46,34,0,54,64,62,48,42,100,36,64,0,72,71,48,34,21,42,34,44,38,47,27,51,33,67,41,27,33,63,13,81,32,67,29,59,36,22,42,60,27,58,37
"61","2009-01-01",32,36,6,33,38,65,28,41,"43",56,9,27,51,35,52,54,30,71,28,26,13,50,92,29,28,70,28,0,31,21,41,28,33,28,73,20,63,23,40,55,63,38,38,60,55,37,50,24,0,11,25,21,35,37,45,65,15,48,13,68,65,49,44,39,47,26,14,38,30,40,52,27,24,31,100,78,46,20,34,36,34,24,0,45,52,24,43,23,18,15,38,49,31,74,8,20,73,34,0,39,26,23,34,26,80,79,37,59,16,45,23,79,69,36,33,62,71,71,51,11,41,48,100,31,61,67,76,45,28,60,66,23,100,24,43,98,39,89,20,59,86,18,61,29,21,100,83,33,76,62,58,41,61,43,68,64,53,54,16,54,46,100,100,31,46,66,43,43,38,75,100,46,95,100,16,49,38,27,100,26,67,87,57,16,60,59,55,83,100,67,64,42,12,80,48,32,48,46,41,39,28,45,0,100,57,17,53,100,76,34,30,42,52,94,64,85,61,85,36,57,58,25,31,64,20,23,38,66,83,52,27,57,44,22,68,100,32,49,30,70,85,28,78,42,86,100
"62","2009-02-01",36,35,6,14,40,49,33,47,"46",57,40,31,50,37,24,36,27,71,17,11,28,61,36,23,0,57,32,100,28,33,0,15,14,43,67,22,75,0,21,38,51,24,49,49,48,40,43,17,34,18,36,33,38,23,69,0,6,41,20,76,54,48,43,42,47,16,44,27,32,37,0,19,26,30,86,77,33,42,18,46,12,36,44,45,63,0,20,69,16,28,34,45,26,60,11,9,69,54,13,19,38,18,24,33,59,75,78,47,17,36,73,91,73,23,62,66,42,62,36,10,33,46,76,20,32,53,77,30,90,52,100,50,71,21,42,75,51,100,17,54,18,39,53,27,29,98,56,35,64,37,43,12,52,26,51,61,43,77,43,100,61,66,65,31,45,49,64,15,20,48,86,44,82,94,0,42,33,38,73,97,55,100,61,43,64,100,59,61,77,86,56,50,52,44,46,44,51,24,73,78,15,42,0,73,30,53,51,78,77,88,25,72,64,82,51,100,100,99,46,43,56,31,47,55,43,12,65,55,62,50,12,36,94,8,24,85,43,65,38,21,70,35,66,51,48,56
"63","2009-03-01",35,39,16,32,50,63,17,42,"54",56,22,46,52,17,39,52,32,62,27,34,25,52,55,39,27,55,36,0,25,32,0,33,25,43,68,20,73,33,47,44,62,36,33,58,48,48,51,15,21,21,27,20,51,11,58,63,9,56,20,71,63,43,50,36,54,23,27,32,21,32,36,30,23,26,77,74,73,19,23,27,13,32,39,48,60,34,28,40,22,20,43,55,32,80,15,12,65,16,39,19,24,27,11,31,47,81,66,50,0,43,44,100,100,35,16,5,40,53,48,14,44,28,69,21,73,100,100,16,27,41,56,56,64,24,100,94,55,76,15,42,82,35,34,27,20,56,80,21,49,33,11,17,100,39,37,61,54,69,30,76,54,45,43,29,43,30,49,54,21,79,71,33,46,63,31,38,27,29,65,100,65,90,100,12,0,60,79,57,34,67,83,36,58,37,48,17,15,44,65,100,20,65,0,95,82,16,41,67,100,26,56,97,86,71,31,77,84,88,14,49,51,12,42,55,58,33,40,47,53,51,26,70,51,24,22,45,31,93,29,48,54,27,71,28,67,30
"64","2009-04-01",41,28,0,49,47,48,31,69,"61",60,20,32,62,18,66,60,48,60,16,32,16,41,78,30,58,51,40,59,34,24,28,14,40,29,49,21,68,24,36,51,67,71,27,51,52,37,42,17,11,23,51,30,0,34,57,54,14,72,28,60,68,80,51,38,37,23,22,57,58,50,44,42,40,33,78,80,0,21,46,52,24,29,0,57,60,12,38,29,31,22,60,63,26,78,24,34,85,35,61,32,45,41,12,29,75,63,66,43,0,29,47,81,40,53,34,35,74,64,49,14,45,39,44,21,47,29,50,6,29,45,40,24,46,53,36,59,60,55,19,50,36,0,40,20,22,60,78,17,56,43,24,21,29,23,50,64,46,37,25,69,51,35,31,20,31,35,50,74,33,54,50,39,88,77,0,57,32,30,47,41,71,55,39,8,31,68,82,45,19,62,71,49,50,36,46,24,0,71,85,40,0,47,0,45,74,26,45,57,50,85,18,70,47,100,33,59,63,76,15,47,61,34,39,63,31,0,43,61,29,47,36,100,37,19,23,7,67,38,17,63,29,20,66,49,71,71
"65","2009-05-01",42,47,5,26,65,37,14,45,"60",71,27,56,49,17,64,38,40,66,42,15,32,62,66,36,80,57,56,36,34,40,26,26,32,41,61,49,68,22,30,28,70,43,30,52,50,46,57,31,51,37,34,25,42,25,41,25,18,74,29,45,70,77,51,36,50,27,33,32,43,51,18,35,50,40,78,54,29,13,26,41,11,44,20,58,56,23,37,40,14,31,49,59,26,74,29,31,74,48,34,26,35,57,11,31,68,67,79,42,62,27,44,75,54,35,16,82,30,64,56,10,29,41,41,16,73,53,57,22,81,52,19,56,21,26,25,36,28,46,18,42,33,18,42,43,20,40,87,35,52,46,22,13,46,31,46,68,25,0,15,64,31,27,24,20,29,38,22,13,48,65,34,33,39,57,0,49,38,25,41,25,54,77,18,12,29,50,68,38,17,68,59,54,41,24,54,34,30,44,65,71,13,60,0,42,41,16,20,43,57,39,39,57,94,76,15,71,42,80,35,39,52,20,18,57,39,11,45,51,21,48,33,49,84,21,54,32,62,46,21,10,36,37,45,44,74,20
"66","2009-06-01",45,40,13,32,28,49,31,35,"61",78,18,46,45,0,70,44,51,58,39,19,24,58,70,78,0,63,50,35,42,39,32,39,41,44,59,19,73,32,11,40,53,64,40,57,60,48,64,30,30,42,46,34,25,28,65,99,18,81,34,56,85,42,49,57,36,24,52,64,77,52,18,42,33,42,71,73,58,12,32,41,28,54,19,55,61,0,34,57,30,28,57,63,35,70,24,38,60,16,100,32,61,43,11,36,65,89,87,49,0,64,43,31,26,21,16,65,42,68,39,17,36,56,41,21,58,21,63,16,27,31,22,33,74,25,25,49,27,19,18,46,65,17,60,27,14,0,50,21,31,20,44,19,77,29,83,60,40,0,23,51,54,33,28,22,31,42,59,27,69,100,43,18,42,40,31,52,45,37,46,12,55,63,54,15,86,48,60,28,17,75,93,63,29,27,50,14,0,22,0,77,33,65,11,32,82,16,26,48,63,33,84,56,78,78,0,58,47,52,0,45,62,28,42,65,38,32,58,66,23,38,18,32,34,34,22,32,100,46,13,57,18,41,47,57,51,15
"67","2009-07-01",45,50,10,43,42,48,31,46,"67",85,39,55,40,16,54,71,88,63,49,38,24,36,26,50,0,55,28,0,32,36,19,32,32,43,92,19,70,31,13,21,54,48,47,58,67,62,48,22,50,51,51,36,16,24,65,0,19,89,33,72,76,37,55,43,45,29,25,39,31,64,65,40,51,40,74,60,56,42,84,53,21,58,57,60,74,33,48,38,43,36,55,64,11,63,47,35,67,31,65,48,44,73,26,25,71,64,100,60,44,31,21,78,93,13,30,73,19,75,58,19,33,83,92,26,84,71,40,16,52,30,58,43,31,28,20,32,44,17,22,43,71,17,35,35,28,8,7,33,30,25,16,15,48,45,27,66,50,17,37,73,37,11,16,25,34,46,34,52,49,69,33,7,27,41,45,51,40,38,34,0,57,79,18,22,83,46,58,35,33,79,84,47,45,18,49,35,29,42,0,53,13,26,0,22,79,0,40,39,40,25,22,39,28,76,30,59,50,61,46,52,61,27,23,75,46,21,56,79,13,49,49,52,32,20,31,6,30,67,20,56,35,38,35,50,73,10
"68","2009-08-01",45,37,11,51,64,31,29,47,"65",70,22,58,44,0,53,77,82,67,42,34,22,61,70,84,0,59,51,0,42,38,13,33,35,45,80,0,61,16,19,62,55,36,54,54,59,55,60,15,71,37,56,32,25,35,69,74,9,86,35,51,73,34,57,48,34,25,26,32,35,53,71,31,43,36,79,36,58,19,48,75,15,62,0,47,65,23,39,44,58,31,64,71,12,76,31,31,71,0,33,46,50,78,11,26,67,64,62,54,0,21,33,69,43,55,32,32,26,81,47,12,27,64,54,24,29,37,43,11,27,41,37,22,32,24,8,28,50,23,16,57,33,17,42,34,17,8,29,34,26,52,33,17,89,37,46,58,62,17,23,64,57,15,13,21,31,48,27,41,27,71,31,22,17,32,31,47,47,45,37,25,48,58,36,16,29,60,41,23,17,68,76,40,35,15,60,28,0,55,26,55,13,43,16,30,27,24,31,33,43,33,23,32,64,54,15,49,63,91,14,52,60,24,48,58,29,0,68,72,25,53,33,22,59,17,0,25,62,47,13,38,0,37,43,50,66,10
