"date","X20.代","X2ch.市況","X9619","a.worker","boj","chu.bura","credit.default","cs3.アンインストール","ds.ダービー.スタリオン","ds.ダビスタ","ds.ディスガイア","ds.ひぐらし","exchange.rate","fx.スプレッド.比較","fx.スプレッド","fx.プライム","fx.業者","iphone.japan","nikkei.online","psp.ソフト.ダウンロード","sbi.イー.トレード.証券","t.バック.大学","vista.セーフモード","vista.復元","yen.dollar.exchange","yen.dollar","アーマード.コア.sl","アクラ.ヴァシム","あつ.ひめ","あつ.姫","アベレイジ","アリアンツ","ありがとう.英語","アルルーナ.成長.日誌","アロハグ","アン.サイクロ","イートレード.証券.ログイン","いつか.この.手.が.穢.れる.時に","いつから","イラストレーター.cs3","インターバンク","インフレ.率","インフレ.金利","インフレ","ウェブ.チャンネル","ウォー.シップ.ガンナー.2.ポータブル","ウォール.ストリート.日記","え.ち.ぶろ","エヴァ.ま.ご","エクシズ.フォルス","エクシズ","エネルーピー","お.さぼり","お.ねえ.まんず","お.ま.家","お.酒","オイル.サーチャージ","おでこ","お互い","お金.かかる","お金","が.いい","が.痛い","かな.英語","カルカリアス","ギーク","キス.され.る","キス.の.流星","クリスタル.ベアラー.攻略","ケン.プラッツ","こ.そっと","コアダンス","ごはん.を.食べ.よう","コピー.10","コラテック","コンビニ","サイクロ.ペディア","サイバー.fx","サイバー.ドラゴン.ツヴァイ","サムライ.スピリッツ.六.番.勝負","サロン.系","じ.ょ.る.じ.ゅ","シソーダス","しゃ.ん.ぱら","しゃ.ん","ジョ.ブランド","シンフォニア.ラタトスク","スパイ.スイーパー","スプレッド.比較","セクター.別","センター.分け","ダービー.スタリオン.ds","ダウンロード.コミック","ダビング.10","ダビング.テン","ダビング","チャーチ.スト","チャート.fx","つか.ない","て.くる","で.り","ディスガイア.ds","テイルズ.オブ.シンフォニア.ラタトスク.の.騎士","テイルズ.オブ.シンフォニア.ラタトスク","デジ.造","デフレ.と.は","デフレ.対策","デフレ","と.ある.化学.の","と.ある.化学","どう.したら","どっち.が.いい","どっち.が","ドラゴンボール.レイジング.ブラスト.攻略","トラトラ.ゴールド","トラトラ","ニコニコ.cd","ニュージーランド.ドル.チャート","ヌーブラ.ヤッホー","ね.英語","ねこ.な.で","ネコナデ","の.あ.吉","は.ぴ.ふる","ハート.エイド","ハピフル","パン.パカ.パーティー","ハンス.ウルリッヒ.ルーデル","ハンス.ウルリッヒ","バンド.ブラザーズ.dx","ひぐらし.ds","ひぐらしのなく.頃.に.絆.第.一.巻.祟","ヒゲ.男爵","フード.マイレージ","ブイパス","ぶつけ.た","ブライアン.の.休日","プリマ.ステラ","プロサッカー.クラブ.を.つくろう.6.攻略","ボク.と.ホロ.の.一.年","ほっと.ダイレクト","ホット.ファズ","マネー.ポート","ムダ.ベストテン","メイク.落とし","メニュー","めんどくさい","も.る.す.ぁ","モグモグ.フ.ヨード","もり.すぎ","ユア.ファイル","ユニバーサル.バニー","よ.ぐね","ラスト.メンヘラー","ラタトクス","ラタトスク","ランチ.時間","り.から.始まる","リアルタイム.レート","リエトコート","ルーター.中継","レーサー.映画","レッド.リング","レプティレス.ナージャ","ローン.金利.動向","ロンドン.市場","一騎当千.great.guardians","三井.麻由","上.地.裕輔","上昇.率","上田.ハーロー","下.の.歯","世界.の.うめ.ざわ","世界.の.新着.動画","世界.の.新着","中国.银行","乙.aa","会.いたい.英語","似.てる","住宅.ローン.金利.動向","住宅.価格.指数","住宅.価格","住民.税.還付","何.ヶ月","何.する","何.口","何.回.も","何.回","何.歳.から","価格.高騰","倒産.危険.度.ランキング","値段","入っ.て.ない","入っ.てる","入塾","公務員.制度.改革.基本法","六.番.勝負","円.高.ドル.安","円.高.ドル","出.てる","北海道.サミット","北海道.洞爺.湖.サミット","北海道.洞爺.湖","単品.飲み.放題","原材料.高騰","原画.マン","友達.と","友達.の.親","友達.英語","口.周り","合う","喋る","国家.公務員.制度.改革.基本法","売っ.てる","変え.たい","変え","外し.方","外し","外汇.交易","外汇.牌价","外汇","外貨.普通.預金","外貨.預金.と.は","外貨.預金.円.高","外貨.預金.手数料","外貨.預金.銀行","外貨.預金","外貨","大.合奏.バンド.ブラザーズ.dx","大.吾郎.商店","大王.四.神.記","大王.四.神","天馬.の.道","太.王.四.神.記","太.王.四.神","太.王.四","太.王","奥歯","女子.に.人気","嬉しい.英語","安い","安く.て.美味しい","寝.てる","小川.忠洋","少女.魔法.学.リトル.ウィッチ.ロマネスク.editio.perfecta","山本.高弘","岡.兎.屋","市況","彼氏.の.家","忍.人","怒.られる","情報.ブック.オフ","愛.間.みるく","愛.間","投機.マネー","投機","方.が","日銀.政策.金利","日銀","早い","智代.編","本.石町.日記","東方.ピアノ","柔らかい","柔らかく","楽天.カード.支払い","歯.が.痛い","気持ち.悪く.なる","治す","治ら.ない","治る","泣く.夢","洞爺.湖.サミット","為替.ドット.コム","為替.ドット","為替.ニュース","為替.両替","為替.円","為替","無.担保.コール","燃料.価格","燃料.費","牌价","物価.上昇.率","物価.上昇","物価.高騰","物価高","狼.と.香辛料.ボク.と.ホロ.の.一.年","環境.モデル.都市","病院.面会.時間","病院.面会","痛く","目.が.小さい","目.が.細い","目尻","碧血.剣","神.夜","科学.技術.予算","絶対.チルドレン","美味しい.カフェ","美味しい.居酒屋","美男.時計","肩.が","腰.が.痛い","腰.が","花.より.男子.f","花.より.男子.ファイナル","落ち着く","言.われ.た","言.われる","赤.ニキビ","路地.裏.の.同人.書庫","返品.特約","迷う","連絡.なし","遅れる","酒.飲む.と","野村.ほっと.ダイレクト","野村.證券.ほっと","银行.汇率","間違え","関.塾.偏差.値","関.塾.独立.開業","面.長","面会.時間","頭.文字.d.エクストリーム.ステージ","頭.文字.d.エクストリーム","食べ.たら","食べ.れる","飲む","高騰","髪の毛","髭.男爵","魔界.戦記.ディスガイア.魔界.の.王子.と.赤い.月","鼻.の.下"
"2007-05-01",11,28,18,39,42,0,42,31,"1","<1","0","0",52,26,33,11,37,2,18,18,0,18,47,"27",39,29,0,0,"5",31,15,36,3,0,18,0,17,0,3,20,8,16,12,25,46,"0",0,0,11,"0","1",14,"9","2",0,16,16,15,13,6,20,17,14,7,0,6,0,0,"0",0,0,0,14,8,21,23,70,"6",0,0,36,0,22,"4",46,31,"0",0,25,0,7,"1",36,"0",0,25,0,18,9,11,23,"0","0","0",15,3,0,8,0,0,11,9,11,0,31,33,7,12,0,1,10,"0",0,"0",0,0,0,4,6,"0","0",0,0,18,0,12,0,"0",0,0,18,3,0,38,13,13,7,0,"0",41,9,"0",0,0,"2","0",4,0,3,17,0,22,45,0,24,38,"0",0,0,63,41,11,0,0,0,37,14,9,11,9,0,44,12,4,14,4,20,12,6,15,13,17,18,7,33,0,10,16,4,2,11,"5",13,9,0,"0",9,0,15,11,14,14,0,3,13,21,21,27,0,13,28,44,31,0,0,12,18,27,"0",17,"5","3",0,"5",5,6,9,14,0,4,17,5,5,52,0,0,0,51,5,51,4,39,0,18,0,11,18,24,25,22,0,73,38,20,13,0,7,8,8,3,6,14,"3",26,22,27,14,35,36,12,40,39,9,59,26,0,18,0,0,13,11,7,11,0,8,0,37,13,5,17,12,"0",14,9,11,0,0,17,4,12,8,"4",0,19,0,20,4,7,14,19,17,"35",39,9,15,0,0,7,8,17,16,8,7,0,7
"2007-06-01",13,39,0,39,52,0,0,31,"1","<1","0","5",53,38,22,22,34,16,69,6,0,14,25,"30",27,33,0,0,"0",0,15,41,1,0,0,45,0,0,3,20,26,22,36,30,22,"0",0,0,0,"0","0",0,"29","6",0,19,0,15,17,4,18,17,15,7,0,3,0,0,"0",26,6,8,0,0,25,22,50,"28",0,8,36,0,22,"6",59,31,"0",0,25,17,7,"1",37,"0",0,27,0,19,11,11,19,"0","0","0",29,4,0,10,0,4,13,6,11,0,15,26,49,24,0,1,10,"0",0,"4",25,0,0,12,8,"0","5",0,0,43,7,8,13,"1",0,0,12,4,14,0,11,13,8,0,"0",0,14,"1",0,0,"0","0",2,0,6,16,0,0,16,0,70,19,"0",5,12,71,61,0,0,0,0,35,27,0,10,54,12,35,22,8,15,8,16,14,6,24,12,17,10,10,32,0,0,11,30,4,10,"15",21,0,0,"3",9,8,6,5,14,15,0,5,15,27,21,29,13,19,27,14,30,0,10,22,20,29,"0",33,"4","3",0,"6",6,5,8,15,13,0,18,18,3,26,0,0,0,49,5,53,0,24,0,10,5,25,16,33,38,18,0,27,15,17,9,15,8,6,8,5,6,7,"4",30,31,35,11,33,36,23,27,44,25,53,58,0,18,0,7,8,10,9,0,0,4,0,28,19,5,9,10,"0",21,6,8,0,1,19,6,5,8,"8",0,25,4,25,7,7,14,9,15,"30",22,7,6,0,0,9,6,18,12,13,2,0,18
"2007-07-01",9,16,0,37,67,0,26,72,"2","1","2","7",55,49,29,10,31,13,58,11,0,13,14,"57",37,37,0,0,"0",0,5,33,2,0,0,43,28,0,3,50,32,27,17,28,57,"0",41,0,16,"0","0",0,"12","5",57,16,15,15,12,4,19,17,14,25,0,8,10,0,"0",32,0,7,0,3,31,21,55,"26",0,0,45,0,21,"4",37,87,"6",30,41,12,4,"2",34,"0",0,28,8,27,13,12,16,"2","4","4",14,6,0,9,5,0,14,7,11,0,33,18,33,34,0,1,9,"0",12,"0",0,0,0,6,3,"0","7",0,0,33,0,6,13,"2",0,0,33,2,27,35,10,13,8,0,"2",13,27,"0",0,9,"2","2",10,0,8,0,0,7,46,0,100,23,"0",9,0,42,62,5,0,0,0,39,26,0,11,34,12,46,10,6,16,9,19,12,2,14,24,17,14,1,17,0,0,5,11,4,13,"10",24,8,11,"0",10,0,8,10,15,11,0,7,12,24,15,25,12,24,29,14,7,0,0,19,20,34,"0",16,"3","4",27,"5",3,5,4,20,7,0,17,5,5,24,0,0,0,38,22,37,2,27,0,14,5,30,17,18,36,19,0,42,7,13,10,7,9,4,8,6,5,27,"4",33,35,31,29,36,42,30,18,31,26,50,18,0,0,0,7,15,7,8,7,0,6,0,35,0,5,16,10,"0",15,3,11,0,0,18,6,2,8,"9",0,16,7,26,0,11,27,17,16,"11",14,6,13,0,0,10,6,15,18,14,2,0,9
"2007-08-01",14,44,17,38,27,0,47,30,"0","0","0","4",55,57,47,35,46,12,51,20,0,27,52,"31",30,43,0,0,"3",30,10,46,2,0,0,0,33,0,4,39,40,41,35,41,37,"0",0,0,22,"0","0",0,"37","6",0,17,16,12,14,11,21,17,15,6,0,17,11,9,"0",17,0,0,14,8,20,24,45,"40",0,16,24,0,21,"9",43,30,"3",32,35,9,0,"0",33,"0",0,25,9,36,10,14,21,"0","3","2",42,3,0,11,0,3,11,5,12,0,49,31,41,41,0,0,0,"0",0,"0",0,0,0,3,4,"0","4",0,40,12,0,8,39,"0",0,0,76,2,35,37,12,14,6,0,"0",13,21,"0",17,19,"0","1",5,0,14,32,0,11,55,0,92,37,"0",5,0,31,65,10,0,0,0,77,27,0,8,36,12,49,8,7,13,5,16,12,5,15,24,17,11,10,43,28,30,18,30,2,19,"14",32,0,0,"0",11,7,2,20,12,7,0,8,15,27,17,26,13,53,50,21,15,12,29,27,33,45,"0",16,"2","3",0,"6",5,7,6,13,10,0,17,7,7,25,0,0,0,51,5,19,4,19,0,10,5,31,21,23,39,20,0,35,22,13,7,4,7,11,8,6,6,7,"5",57,71,44,33,53,57,37,35,16,74,57,50,15,18,0,0,11,12,10,7,11,8,0,34,25,6,17,20,"0",19,4,11,0,7,15,5,10,4,"19",0,30,4,17,7,33,35,55,19,"31",40,7,13,0,0,7,7,18,14,12,13,0,16
"2007-09-01",14,25,0,38,51,0,0,90,"0","0","2","7",41,44,33,24,46,14,51,31,0,21,52,"24",42,43,14,0,"3",0,7,6,3,0,0,0,37,0,2,26,37,9,36,26,37,"0",21,0,11,"0","0",0,"33","4",29,18,15,13,16,6,23,16,13,6,0,30,0,0,"0",25,0,7,14,13,16,18,38,"9",0,23,35,0,53,"33",47,60,"2",0,21,13,4,"0",50,"<1",0,23,0,28,12,13,17,"2","1","2",28,3,0,9,6,0,13,9,9,0,26,35,34,24,0,2,0,"2",0,"0",0,9,0,7,8,"0","7",0,0,20,7,4,13,"0",0,0,44,3,28,0,10,14,5,0,"0",26,25,"0",17,9,"0","1",3,0,7,57,7,7,75,0,97,21,"0",0,0,66,74,10,0,0,0,45,40,0,11,18,18,47,6,6,19,4,18,15,8,9,0,17,8,9,37,14,30,5,15,2,12,"11",25,0,22,"0",12,0,8,12,13,10,27,7,14,28,21,28,13,41,35,14,37,17,10,21,17,34,"0",16,"14","15",27,"25",16,23,23,18,5,4,17,0,5,0,0,15,0,38,5,30,8,19,0,0,5,15,18,18,31,20,0,53,7,14,14,9,9,11,8,5,6,21,"5",41,43,54,17,40,44,31,31,38,24,41,25,0,18,0,4,16,10,9,14,0,7,0,32,13,6,19,14,"0",20,5,13,0,4,12,6,19,4,"15",0,28,11,16,14,51,21,9,14,"37",26,5,16,0,0,7,8,18,15,13,5,0,16
"2007-10-01",14,38,16,0,40,0,12,55,"2","1","2","11",48,35,38,33,35,9,39,13,0,19,39,"50",35,39,0,0,"7",0,9,27,2,0,0,41,38,0,4,36,31,16,39,22,82,"0",0,0,10,"0","0",13,"23","11",0,18,0,16,18,7,22,16,16,0,0,48,10,0,"0",31,0,0,0,27,26,23,90,"53",0,21,65,29,39,"26",48,56,"4",29,19,8,3,"2",42,"7",38,31,0,21,12,11,19,"2","2","3",19,5,0,8,0,0,12,8,13,0,31,32,51,49,0,2,9,"0",11,"55",0,41,0,4,4,"0","11",0,0,36,13,11,0,"1",0,0,63,6,13,0,13,14,7,23,"0",12,30,"0",31,22,"3","2",2,12,10,38,13,0,73,0,21,56,"0",13,0,61,68,5,29,0,0,47,37,0,11,16,23,51,18,10,17,7,12,14,4,42,11,18,18,10,23,0,37,14,10,3,12,"12",17,0,7,"0",9,0,2,13,14,14,0,6,18,26,18,24,12,23,24,39,0,0,18,15,18,30,"0",0,"9","14",0,"16",17,17,16,13,5,0,17,0,9,46,0,0,0,52,9,58,7,9,0,23,0,26,18,26,36,17,0,32,41,20,10,3,9,7,9,7,5,0,"5",21,36,44,19,31,42,37,18,35,25,62,23,0,33,0,0,9,8,9,13,0,12,0,27,17,5,11,11,"0",19,4,12,0,4,15,4,7,0,"18",0,24,3,10,19,40,32,25,16,"9",20,5,9,0,0,15,6,17,24,14,5,0,5
"2007-11-01",13,51,0,71,28,0,31,70,"1","1","4","2",61,24,50,25,44,11,24,13,0,26,26,"38",46,49,0,0,"0",14,9,49,2,0,32,41,23,0,3,24,38,26,22,34,55,"0",0,0,0,"0","1",13,"39","17",0,20,0,14,20,9,17,16,13,6,0,51,0,0,"0",31,5,21,13,15,49,22,74,"54",0,14,44,0,100,"23",54,28,"3",59,20,0,0,"1",43,"9",19,28,0,31,10,12,14,"4","3","2",13,8,9,9,5,0,12,10,10,0,53,53,52,45,12,4,9,"5",58,"35",0,58,0,12,12,"0","2",0,19,30,6,17,12,"0",0,0,41,2,26,0,14,14,4,0,"0",25,31,"0",0,36,"3","1",6,0,9,38,6,17,85,0,70,30,"0",4,0,33,37,5,15,0,0,58,50,0,10,100,23,50,20,12,24,8,20,12,4,71,11,20,13,13,15,0,19,39,38,4,18,"19",17,0,17,"2",8,7,8,12,17,21,0,9,21,26,15,23,24,32,46,20,14,11,9,19,30,37,"0",0,"16","14",26,"28",26,27,28,14,14,4,18,0,5,0,0,0,0,58,4,36,0,13,5,26,9,33,16,0,30,20,0,33,48,16,11,3,11,7,8,5,6,7,"7",40,40,69,28,47,50,16,36,46,40,44,71,28,17,0,3,9,10,9,10,10,11,10,28,12,8,19,13,"0",18,7,12,0,3,9,7,6,0,"18",0,27,10,20,10,48,26,17,19,"8",9,9,7,0,0,8,6,15,45,13,7,0,13
"2007-12-01",13,27,17,0,45,0,26,74,"3","2","2","9",51,56,37,30,52,7,42,30,0,31,69,"40",48,49,0,0,"5",15,10,28,2,0,17,0,24,0,4,50,73,30,35,34,72,"0",0,48,21,"0","0",14,"32","30",57,24,0,13,23,8,20,15,15,13,0,68,21,0,"0",25,0,7,40,32,16,21,67,"62",0,8,34,0,73,"35",49,30,"7",46,34,17,4,"3",49,"14",51,36,0,44,12,13,22,"2","7","7",82,5,0,9,0,3,11,7,13,0,63,60,54,24,28,4,14,"9",24,"19",0,52,0,0,5,"0","9",0,0,34,0,12,51,"0",0,15,58,7,14,0,12,14,5,0,"2",13,36,"0",50,33,"6","5",5,0,5,81,0,7,74,0,56,39,"0",5,23,47,39,10,92,0,0,33,65,0,9,43,36,54,35,8,12,4,11,10,2,58,0,19,12,11,24,14,19,18,25,3,17,"15",13,8,15,"0",8,0,12,16,16,18,0,8,16,29,20,26,25,37,37,14,37,34,28,18,21,31,"0",32,"39","29",0,"59",52,51,61,15,10,4,17,7,4,98,0,15,13,52,5,62,4,14,24,34,5,26,16,9,33,21,0,52,21,16,15,11,6,0,9,5,5,0,"7",38,38,29,14,35,41,33,26,48,18,46,56,15,17,8,0,11,19,8,7,11,7,21,29,12,7,14,12,"0",18,6,9,0,5,8,5,4,0,"8",0,21,4,22,14,43,55,13,19,"9",14,8,17,0,0,11,5,18,42,12,35,0,4
"2008-01-01",12,27,46,0,36,0,0,27,"8","4","3","5",58,62,48,52,49,15,54,23,0,34,54,"51",17,39,12,0,"36",41,13,10,3,34,0,40,37,0,4,46,86,19,43,49,60,"0",38,89,15,"0","1",12,"33","50",0,18,42,12,21,5,22,18,16,6,53,64,10,0,"0",30,15,7,12,24,22,22,58,"41",0,14,53,0,38,"48",52,54,"10",56,66,8,3,"8",55,"14",0,36,8,45,10,15,22,"3","3","7",63,4,9,12,0,0,16,8,13,0,48,57,46,32,20,5,21,"29",100,"27",44,32,0,9,11,"0","5",0,18,60,0,2,41,"1",0,13,66,5,19,0,13,13,9,22,"0",12,48,"0",0,51,"3","5",4,0,10,66,0,23,85,0,67,47,"0",17,11,47,71,5,28,0,0,52,84,0,8,24,22,59,36,6,17,4,15,14,4,41,22,19,13,7,66,13,0,32,30,5,23,"26",23,0,17,"2",7,13,6,16,14,14,0,7,15,26,21,27,34,62,58,19,47,16,26,39,33,38,"0",0,"37","34",74,"50",41,51,44,13,11,4,18,18,6,0,0,14,36,51,8,39,2,17,55,58,11,34,18,17,30,21,0,32,20,12,17,10,9,3,10,7,6,0,"17",43,50,72,22,51,51,43,21,49,44,47,57,13,16,11,6,12,17,10,6,0,16,10,68,23,25,10,7,"0",18,8,12,10,11,10,6,8,7,"28",0,19,6,24,9,42,31,61,16,"68",42,6,10,0,0,12,7,16,33,11,35,0,15
"2008-02-01",14,45,16,0,37,0,25,55,"11","3","5","27",41,52,50,53,54,16,54,46,0,28,54,"48",35,38,0,0,"35",41,9,26,2,69,0,41,34,0,4,53,44,22,44,43,40,"0",19,23,35,"0","0",13,"26","59",27,19,0,13,8,11,23,18,15,0,27,72,10,0,"0",15,16,38,25,39,26,23,76,"64",0,14,43,0,59,"56",56,96,"7",72,29,16,8,"11",43,"20",47,42,0,39,11,14,19,"5","8","7",70,4,0,7,5,3,14,9,13,0,45,58,38,16,39,3,13,"25",11,"38",45,48,0,5,5,"0","27",0,73,36,6,15,24,"1",0,31,47,3,13,0,15,15,6,0,"0",24,30,"0",16,52,"3","5",7,23,5,52,0,7,86,0,84,26,"3",4,0,64,68,5,100,0,0,48,24,0,8,41,33,65,44,9,14,4,7,12,3,35,0,19,9,8,84,26,9,21,14,2,24,"30",28,0,20,"2",10,0,0,5,14,23,24,7,24,31,16,23,23,23,31,39,27,16,17,28,27,33,"0",15,"31","37",100,"44",46,45,48,19,12,0,18,2,4,23,0,41,86,49,13,53,4,43,15,41,0,30,18,17,24,22,0,48,20,16,10,10,8,0,8,4,5,0,"17",56,57,27,24,36,40,23,24,79,36,57,58,0,24,30,21,17,13,11,13,0,12,10,50,11,24,12,7,"0",20,4,18,6,21,8,6,6,0,"28",0,32,10,27,13,30,76,29,15,"81",84,6,12,6,0,4,8,16,24,12,33,0,10
"2008-03-01",14,38,46,33,57,0,47,53,"9","4","11","31",87,44,71,62,69,24,45,40,0,64,68,"45",100,82,12,0,"38",67,79,76,3,100,45,39,22,0,3,80,55,30,42,37,26,"0",75,87,24,"0","0",0,"69","48",0,19,0,14,18,11,22,18,17,17,52,72,29,0,"0",30,65,39,0,19,43,22,83,"67",0,14,93,0,47,"61",61,26,"8",28,31,34,3,"9",52,"14",27,31,15,52,14,12,16,"11","4","9",87,6,9,9,0,0,14,9,15,0,60,92,45,37,22,1,21,"19",66,"79",66,55,0,11,7,"0","31",0,35,35,6,11,57,"10",0,30,56,2,43,32,9,14,8,22,"0",23,39,"1",15,33,"4","5",7,0,25,50,0,19,66,0,91,21,"6",50,21,62,87,23,69,0,0,69,59,0,10,47,38,68,24,9,21,4,12,13,5,24,11,18,10,4,100,0,9,100,95,3,29,"22",22,0,26,"0",12,0,7,19,16,10,0,8,13,28,19,24,100,77,84,82,66,92,76,100,100,71,"0",100,"36","36",48,"46",41,42,42,17,11,4,19,7,6,0,11,67,47,56,8,53,7,29,30,31,8,25,20,16,93,24,0,46,32,13,12,10,6,11,9,3,6,0,"14",60,61,83,18,79,71,27,24,5,94,64,72,53,16,36,24,19,20,8,6,0,10,19,42,22,35,12,14,"0",26,5,13,33,28,13,6,11,4,"42",0,25,6,17,12,38,49,100,19,"100",100,5,15,9,16,8,9,17,22,10,38,17,10
"2008-04-01",10,41,46,0,52,18,47,53,"19","8","9","23",56,28,44,67,50,14,30,37,0,61,59,"65",47,41,0,0,"51",66,58,46,4,100,0,39,36,0,4,68,33,38,32,42,59,"0",19,44,24,"0","0",12,"73","62",0,19,0,10,23,9,19,17,14,6,92,71,10,0,"0",15,31,56,12,26,47,22,100,"59",0,7,31,0,28,"54",52,66,"12",28,43,49,6,"19",52,"17",27,39,7,29,10,12,16,"9","17","13",49,8,9,8,0,0,14,12,12,0,80,36,45,21,24,2,8,"16",33,"60",22,93,0,19,12,"8","23",50,35,37,12,16,52,"5",0,40,41,6,25,0,13,14,6,44,"2",58,39,"0",45,42,"13","7",8,0,12,22,0,19,52,0,76,26,"22",29,53,58,57,5,55,0,0,60,35,0,10,47,27,54,21,7,17,5,13,13,7,34,11,17,13,12,73,25,0,27,36,5,32,"37",45,0,20,"2",9,7,0,16,15,10,23,8,15,27,19,28,33,41,52,13,27,26,25,32,31,33,"9",22,"83","74",24,"88",77,85,83,12,0,4,19,13,5,22,22,27,35,48,4,27,5,38,31,44,6,27,19,41,50,24,10,62,32,10,17,8,9,7,8,4,5,6,"25",42,55,46,26,36,44,15,24,33,59,55,45,39,39,40,25,12,17,8,6,0,5,19,42,33,100,10,14,"0",20,8,11,37,26,16,7,6,7,"44",0,26,6,24,9,64,31,32,19,"77",89,7,15,27,26,6,8,19,24,13,40,25,11
"2008-05-01",17,20,100,95,51,100,11,62,"13","8","15","23",50,31,34,60,63,30,49,37,0,100,44,"53",31,24,0,100,"65",100,12,57,6,47,100,37,41,0,5,53,46,56,64,54,43,"0",18,20,18,"0","0",0,"61","65",0,17,26,15,18,11,19,18,16,16,62,79,0,0,"0",62,95,87,11,31,54,22,65,"35",0,38,78,0,26,"69",52,87,"18",26,26,64,6,"13",58,"38",43,50,21,31,12,11,22,"15","14","16",52,8,0,9,0,0,16,8,11,0,78,63,40,44,72,3,32,"31",31,"56",41,37,0,13,11,"8","23",31,49,49,17,8,48,"7",0,25,38,30,23,0,19,14,6,41,"25",33,39,"0",28,71,"9","11",10,0,5,47,6,33,82,0,86,35,"12",43,20,33,53,9,78,0,0,41,77,0,10,88,40,73,23,8,20,3,10,11,6,69,10,19,7,9,65,29,82,17,15,5,45,"39",46,0,6,"0",16,0,7,16,15,10,66,8,14,26,20,26,0,28,34,0,19,0,39,29,24,32,"9",47,"100","100",23,"100",100,100,100,16,13,0,18,4,9,42,0,100,100,49,8,39,2,63,44,39,16,49,23,0,27,21,47,65,48,17,14,5,9,5,8,7,6,0,"34",51,43,23,12,32,38,14,44,76,35,39,73,25,29,27,38,7,6,12,0,0,10,54,51,10,52,17,10,"0",18,5,13,31,41,15,7,5,7,"46",0,30,9,23,9,60,23,19,16,"71",96,7,15,65,49,14,9,17,52,13,87,37,12
"2008-06-01",11,30,29,79,58,92,28,100,"73","54","77","62",41,42,38,71,55,69,57,47,0,52,70,"52",32,43,12,100,"100",76,14,39,3,79,57,0,93,0,5,43,62,32,100,82,74,"0",18,42,18,"0","1",0,"83","100",49,20,39,12,16,9,19,18,15,11,87,84,9,0,"0",49,100,81,23,100,81,22,57,"69",0,58,30,26,71,"57",48,88,"63",0,23,100,3,"73",60,"93",51,92,100,29,17,13,19,"77","60","65",29,5,0,11,0,9,15,15,16,0,47,66,69,25,77,5,100,"100",21,"100",41,81,0,10,15,"74","62",79,100,76,12,8,65,"100",0,100,45,41,23,0,17,15,7,62,"46",66,39,"0",100,83,"65","60",4,10,14,27,11,67,89,0,86,20,"78",32,100,77,54,4,39,0,0,36,67,0,11,60,36,59,73,7,15,7,8,13,4,95,0,20,14,6,64,100,100,13,0,3,95,"94",87,0,6,"0",15,25,2,9,16,13,100,8,17,27,17,26,11,34,32,12,19,0,16,27,30,31,"81",27,"83","81",92,"90",72,85,81,21,4,4,18,4,5,84,46,63,23,58,4,46,10,83,38,92,69,95,21,12,28,22,66,37,49,15,13,3,8,3,8,4,6,0,"69",64,63,38,16,38,38,26,61,100,28,78,100,100,66,100,48,17,13,11,12,18,15,100,55,26,75,12,10,"0",16,8,14,86,94,11,6,9,7,"61",0,17,12,16,9,42,46,27,16,"76",91,9,19,54,64,13,4,19,84,13,95,77,17
"2008-07-01",10,20,14,62,48,90,11,48,"100","100","100","100",51,31,61,43,68,68,76,48,0,36,51,"56",31,30,0,0,"45",49,0,28,3,61,70,0,100,0,5,36,45,100,87,100,48,"0",0,100,22,"0","0",11,"100","61",0,19,100,17,22,11,19,17,15,0,84,93,9,0,"0",95,42,100,100,61,49,25,55,"64",0,100,95,0,34,"50",52,49,"100",51,28,69,3,"100",49,"100",100,100,76,40,13,13,26,"100","100","100",57,11,0,9,0,3,20,9,13,0,34,54,100,38,100,5,69,"89",80,"49",100,100,0,100,100,"100","100",100,96,100,6,13,100,"94",0,55,44,100,28,0,17,14,10,100,"100",53,44,"0",83,100,"100","100",7,0,6,40,6,100,70,0,79,23,"100",100,48,81,56,12,63,0,3,35,65,0,11,36,30,47,100,9,19,5,9,15,5,100,15,19,11,8,70,46,96,15,6,5,100,"100",100,0,36,"2",16,18,3,11,15,16,43,8,14,26,22,27,0,30,30,23,12,19,15,13,24,32,"100",13,"54","50",66,"45",43,42,46,12,8,0,18,10,4,20,100,49,87,54,15,100,11,100,22,75,100,100,19,22,35,25,100,21,71,16,9,6,11,9,7,11,7,0,"100",46,52,47,11,27,37,16,46,92,20,67,77,84,100,57,100,11,14,9,6,9,10,18,48,20,71,14,8,"0",17,4,10,100,100,17,6,8,6,"81",0,27,9,17,11,32,28,15,17,"73",92,11,9,100,100,13,9,17,100,15,100,100,12
