"","date","X4.star.hotel","X4.star.hotels","X4..hotels","accommodation.in","airport.hotel.parking","airway","akti.beach.club","all.hotels","allen.overy","apartment.rent","arco","artnet","atlantic.electricity","atlantic.energy","atlantic.power","average.fuel.price","average.wages","barcelo.brighton","barcelo.cardiff.angel.hotel","barcelo.cardiff","barcelo.edinburgh","barcelo.hotel.oxford","barcelo.oxford","bed.and.breakfasts","bentley.college","best.bridal.prices","bingley","bmw.cars","bmws","book.price","bridal.gown","bristol.and.west","british.gas.price","british.gas.prices","brussels.airline","building.society.uk","business.gas","buxton.palace.hotel","buxton.palace","c02","calculating.percentage","campanile","car.arena","car.hire.in","car.safety","car.test","cardiff.angel.hotel","cars..com","catersell","cavity.closure","cell.cancer","charter.flight","chateaux","cheap.bed.and.breakfasts","cheap.break","cheap.breaks","cheap.car","cheap.city.break","cheap.city.breaks","cheap.city","cheap.deal","cheap.deals","cheap.flights.from.glasgow","cheap.flights.from","cheap.flights.glasgow","cheap.flights.london","cheap.flights.to.belfast","cheap.flights.to.france","cheap.flights.to.ireland","cheap.flights.to.toronto","cheap.flights.to","cheap.flights","cheap.gas","cheap.hotels","cheap.packages","cheap.paris","cheap.short.breaks","cheap.travel","cheap.trips","cheap.weekend.break","cheap.weekend.deals","cheap.weekends","cheap","cheaper.gas","cheapest.flights.to","cheapest.flights","cheapest.gas.prices","cheapest.gas","cheats.com","chi.squared","child.ed","choice.travel","claris","co2","coach.travel","compare.gas.prices","compare.gas","compulsory.retirement","conjugador","construction.project","consumer.price.index","consumer.price","cost.of.food","cottage.scotland","cottages.for.hire","cottages.to.let","country.club","country.property.auctions","cpi.rpi","cpi","creative.writing.course","cruise.holiday","current.inflation.rate","current.inflation.rates","current.inflation","current.interest.rate","current.interest","current.issues","current.rate.of.inflation","daily.record.newspaper","days.inn.nottingham","dealers","delta.air","dial.a.flight","dienstverlening","dietary","differences.in","differentials","distant.learning","diving.in","diving.school","domestic.fuel","domestic.heating","driving.agencies","driving.vacancies","drug.prices","e.trade","eco.schools","economy.of","edinburgh.carlton","education.city..com","education.plus","electric.gas","electric.prices","electricity.bills","electricity.costs","electricity.price","electricity.prices","elluminate","energy.advice","energy.costs","energy.grants","energy.performance.certificates","energy.savings","energy.shop","energyhelpline.com","english.translate","epidemiological","equalities.office","equalities","equity","euro.into.pound","exchange.rate.of.euro","exercise.training","expedia","expenditure","expertise","f1.hotels","fashion.industry","feminax.ultra","ferries","fertilisation","find.property.com","first.choice.travel","fit","five.star.hotels","flat.rental","flat.rentals","flats.in.london","flight.center","flight.centre","flights.brisbane","flights.cyprus","flights.malta","flights.to.ireland","flights.to.porto.santo","flights.to.scotland","flights.to.tenerife","flights.to.toronto","flights.to","flights","florida.flights","food.bills","food.price","food.prices","ford.motor","four.years.strong","framework","freelance.world","freeport.swimming","fuel.bills","fuel.rate","fuel.suppliers","funds","gas.bills","gas.charges","gas.electric.prices","gas.electric","gas.electricity.prices","gas.electricity","gas.price.comparison","gas.price.increases","gas.price.rise","gas.price.rises","gas.price","gas.prices","gatwick.hotels","genetic.engineering","geothermal.heating","ghia","glasgow.to.newquay","glasseco","global.travel","globalisation","goddiva","gold.youtube","golden.sands.hotel","golf.holidays","golf.in","government.equalities.office","graham.technology","green.beauty","green.building","green.car","guest.houses","guideline","halifax.building.society","halifax.building","hbg.construction","hbos.share.prices","henry.boot","hertz.car.sales","hertz","hill.music","holiday.autos","holiday.cyprus","holiday.thailand","holidays.cuba","holidays.in.cyprus","home.office.tier.1","hostels.in","hotel.grand","hotel.in","hotel.le","hotel.map","hotel.morecambe","hotel.porto.santo","hotel.review","hotels.at","hotels.in.south","hotels.in","hotels.reviews","hotels","house.rental","housebuilder","housing.market","housing.price","housing.prices","human.right","immigration","implications","in.construction","in.vegas","income.tax.allowances","inflation.rate","inflation.uk","inflation.wiki","inflation","influencing","ins","insight.com","insolvency.practitioner","intakes","internet.call","investi","involvement","irish.cultural.centre","ius","java2s","jet","job.agencies","jobcentreplus.org","john.radcliffe.hospital.oxford","kombo","kyriad","lake.district.cottage","language.school","law.act","law.course","learn.italian","leeds.united.football.club","legal.general","letting.agency","letting.agents","letting","lichfield.mercury.jobs","linux.laptop","liverpool.intranet","living.in.spain","london.share","losertown","luxury.hotel","luxury.hotels","maple.hotel","market.forecast","matches.boutique","measures","mercedes.clc","mocha.brown","money.market..com","money.saving.ideas","money.super.market.com","mortality","mortgage.business","mortgage.lender","motivating","motor.inn","movie.club","narratives","nature.spa","new.citroen.berlingo","nptc","numeracy.world","obesity","office.development","ont","oxford.comma","package.deal","paid.to.review","palace.hotel","papers.mac","participation","pat.testing","payers","personal.tax.allowances","pets.welcome","pier.beach","plus.florence","portland.travel","power.prices","precision.marketing","premier.inn.com","prevalence","price.increases","primary.resource","primary.resources.com","primary.standards","primo","production.of","profit.and.loss","promoting","property.letting","property.lettings","property.market","property.rent","property.rental","public.involvement","quality.control","quality.hotel.cardiff","quality.hotel.glasgow","radcliffe.hospital.oxford","rail.fare","rail.fares","rate.bank","rate.of.inflation","rate.","rates.","rci","relais","rent.flats","rent.property","rental.apartments","rental.in","renting","resort.florida","riding.schools","riu.guarana","rotten.tomato","rpi.cpi","rpi","rsb","ruffians","rungay","same.moon","savings","scarlett.evenings","sdl.translation","seat.cupra.net","self.cater","self.catering.cottage","selfcatering","semantic","short.break","short.breaks","show.vacancies","singles.holiday","site.waste.management.plans","sites","small.hotels","social.responsibility","social.support","soils","sol.hotels","solar.heating","solar.water.heating","spa.holiday","spa.holidays","spiral.stair","sta.travel","sta","stability","standing.waves","star.hotel","star.hotels","star.travel","str","sunsail","surfing.holidays","tax.calculators","tax.guide","team.northumbria","tennis.brighton","tesco.dental.plan","text.editor","the.management","the.mortgage.business","the.rolex","thomas.cook.holiday.deals","tier.1.calculator","tier.1.uk","tier.one","timeshare","tokyo.hotels","top.bananas","trading","trail.finder","train.routes","training.on","transactional","travel.agents","trips.to","uk.gas.prices","uk.house.price","uk.house","uk.housing.market","uk.housing","uk.inflation","uk.rpi","utility.prices","vacancies.for","venmore.liverpool","verbe","villas.for.hire","want.glasses","water.heating","waterways","weddings.in","weekend.trips","well.done.fillet","wizzair.com","world.ticket","www.bbc.co","www.cartoon.network.com","year.round.weather","zimbabwean.dollar"
"133","2015-01-01",34,39,53,31,58,35,65,88,36,90,58,34,4,8,13,60,48,0,0,11,5,4,4,5,18,11,15,63,27,67,27,6,42,36,13,19,67,33,34,25,48,25,63,33,33,62,21,9,3,4,63,6,18,"4",36,46,35,37,47,59,37,51,36,45,27,41,42,23,22,15,29,21,45,43,67,39,20,23,45,22,31,32,42,47,55,38,41,47,"1",22,60,22,33,43,24,26,37,10,3,49,44,51,52,42,36,40,44,4,50,76,13,73,26,17,49,65,91,40,14,8,9,32,31,13,0,46,52,31,8,23,10,13,43,27,41,15,30,24,54,32,8,44,67,56,46,23,55,36,14,37,35,28,6,28,48,4,70,25,17,39,60,31,34,66,40,59,60,24,38,14,23,32,"1",21,85,24,26,17,35,22,44,61,24,48,41,27,61,51,32,53,38,41,28,66,69,33,14,51,5,11,37,19,35,59,51,32,27,65,25,43,28,0,19,6,75,37,30,20,10,37,23,0,20,34,12,72,19,42,49,13,4,62,50,75,13,63,16,15,1,0,32,14,27,31,17,40,63,85,53,12,21,85,62,31,30,47,44,32,51,48,44,58,38,57,7,29,30,38,52,42,43,61,72,36,45,52,27,66,36,58,2,16,16,37,8,38,9,46,9,44,21,0,23,29,27,67,35,39,49,18,6,55,23,22,31,7,16,14,29,47,20,53,38,35,39,5,64,24,43,13,12,11,49,43,33,28,13,58,39,21,41,53,11,41,44,77,38,42,33,50,47,39,69,28,44,9,31,15,3,40,1,10,56,32,21,0,12,61,40,47,56,18,42,50,90,41,7,40,2,0,16,68,15,30,36,39,17,37,26,85,95,31,48,44,52,14,46,28,47,59,48,15,0,45,63,6,19,0,16,46,17,31,35,34,15,22,3,37,23,36,76,26,30,17,10,93,100,18,29,40,50,20,42,55,50,55,7,20,9,65,23,14,6,27,51,12,62,40,20,27,76,23,33,22,60,10,21,95,52,18,70,49,38,63,11,31,54,37,51,49,16,48,22,31,75,19,45,39,32,18,34,15,0,49,19
"134","2015-02-01",30,38,40,27,49,35,34,68,33,82,58,40,3,9,13,30,50,9,6,5,10,3,0,7,17,4,14,69,18,67,31,6,32,34,15,17,65,40,36,34,36,25,66,30,36,70,20,8,5,5,75,7,16,"2",33,37,35,35,39,56,33,44,30,40,24,41,32,18,18,13,25,17,49,40,49,29,22,19,34,19,33,30,39,44,44,30,29,50,"<1",22,51,15,33,44,22,33,42,13,23,48,34,47,64,39,24,31,41,20,43,73,13,51,28,30,44,40,78,43,17,10,6,35,29,10,5,46,47,39,6,21,11,14,32,22,44,16,21,22,51,40,3,23,70,47,40,24,55,37,20,36,41,29,3,28,63,5,67,22,6,39,63,48,34,50,34,58,69,28,32,15,20,36,"2",15,81,24,26,20,36,22,34,34,18,40,35,22,46,44,28,44,33,27,29,66,62,36,11,53,8,31,24,29,42,62,47,42,28,68,30,47,19,0,10,0,68,36,27,23,11,38,23,15,19,36,10,78,14,33,49,19,6,54,59,87,13,63,16,15,3,1,34,13,28,31,14,28,49,52,36,19,22,70,58,30,28,40,29,31,44,47,41,52,35,52,12,24,34,40,43,45,46,60,62,30,44,48,18,68,35,50,4,22,14,33,17,42,4,55,9,40,20,0,32,25,23,61,31,37,44,25,6,57,24,21,31,0,17,11,31,48,19,44,32,13,29,8,64,30,62,25,13,5,52,44,48,36,13,75,34,16,34,50,5,38,33,73,37,35,31,45,56,37,79,43,27,12,34,26,3,59,3,16,61,28,12,0,9,64,40,40,58,21,35,72,89,35,10,39,4,0,19,69,13,29,33,51,24,33,27,80,91,23,46,40,31,17,50,30,36,64,49,16,0,43,51,20,16,6,12,40,11,32,34,31,29,13,7,36,20,47,80,20,27,15,17,78,72,18,22,34,47,26,42,48,42,53,6,14,3,53,49,16,0,33,49,9,63,27,33,36,63,21,22,34,59,7,25,87,47,14,60,43,34,64,9,35,49,30,47,49,24,60,15,24,72,16,36,31,24,9,30,8,0,39,12
"135","2015-03-01",28,31,39,28,50,34,21,63,27,82,55,35,1,8,11,44,46,0,0,9,5,3,4,6,15,7,16,69,25,65,27,7,25,23,11,16,76,36,40,27,42,26,77,31,35,67,17,11,3,4,83,7,16,"4",36,40,38,25,36,51,31,44,24,40,23,41,32,16,17,12,25,17,45,38,53,35,19,19,36,20,27,25,38,24,44,29,9,39,"1",33,100,13,35,45,22,20,35,12,10,55,47,56,65,32,17,35,40,8,36,75,13,51,19,35,46,55,85,35,20,12,15,34,32,9,10,49,54,36,13,21,11,9,25,24,46,13,25,24,58,36,6,40,54,43,32,11,37,24,4,32,41,23,4,27,48,3,69,25,11,33,64,42,43,55,32,55,65,41,31,16,22,41,"2",13,82,19,25,18,33,21,30,35,19,40,36,27,45,39,31,42,32,27,20,67,63,32,27,53,16,36,19,32,23,64,30,42,24,51,19,39,8,5,3,0,58,26,27,23,11,43,30,0,19,40,14,76,13,32,53,11,5,69,53,81,15,66,18,18,0,0,21,20,30,34,15,28,47,46,32,9,22,56,54,27,26,38,41,28,42,44,37,43,32,46,9,29,31,38,50,46,51,61,61,49,41,45,21,70,38,50,3,22,17,29,23,42,8,59,11,40,18,0,36,13,24,47,34,42,46,17,6,61,22,21,30,7,17,16,32,44,10,45,31,26,35,3,78,28,41,15,18,0,50,47,39,35,15,60,39,22,49,45,19,40,35,58,41,35,43,44,31,41,68,52,58,9,42,27,2,34,6,6,63,29,13,6,16,66,43,43,57,18,35,71,86,36,12,47,2,0,18,59,12,32,36,47,15,31,26,76,89,23,44,39,35,20,63,25,35,60,47,16,0,73,63,0,11,4,15,35,14,33,34,30,19,19,5,36,20,46,86,29,23,20,22,77,74,13,23,34,50,28,40,44,42,58,6,13,7,49,31,21,0,30,49,5,68,31,23,23,60,21,30,18,56,4,25,86,46,14,62,34,37,62,10,35,52,38,36,44,18,54,18,25,56,20,32,34,11,11,34,13,0,33,11
"136","2015-04-01",25,31,43,28,50,34,33,69,32,81,51,24,1,5,13,29,32,0,0,0,3,3,3,6,5,8,15,67,25,61,27,8,28,16,16,17,68,31,34,28,54,23,72,31,35,68,14,12,6,7,71,6,18,"4",27,32,36,20,30,48,29,44,27,39,23,37,32,17,15,16,24,17,47,37,45,32,18,20,31,15,27,24,38,26,42,29,13,38,"1",30,50,16,30,41,24,19,26,6,15,51,41,42,50,38,29,29,43,13,30,66,10,52,23,17,43,46,62,27,18,17,6,34,25,9,5,44,50,31,11,25,11,6,18,23,44,10,21,16,52,38,7,27,47,33,35,11,28,19,4,27,26,19,3,24,34,3,76,21,16,26,60,43,37,59,32,57,68,37,28,19,20,34,"2",15,87,24,22,14,31,19,32,50,20,37,34,29,41,36,24,42,33,29,19,66,64,27,10,52,5,27,20,41,24,60,29,30,20,48,20,36,10,5,10,3,64,24,26,16,5,43,42,0,18,33,11,61,19,30,64,14,1,69,58,90,15,63,19,18,0,0,18,16,30,29,16,31,50,49,25,13,21,55,54,26,28,35,42,26,41,43,37,49,32,50,13,32,31,39,48,48,49,58,63,32,40,46,19,56,39,48,2,11,16,26,0,44,6,50,12,40,16,0,33,36,20,46,30,41,42,23,7,59,23,19,29,0,15,10,27,49,10,43,29,20,50,7,65,20,37,8,22,4,49,48,51,26,13,61,36,26,37,36,9,36,31,67,43,29,30,45,55,43,67,44,26,6,59,29,2,29,3,10,53,27,16,0,12,64,36,44,54,20,33,63,86,36,9,38,2,2,18,71,12,33,29,40,19,30,27,71,89,25,46,40,39,19,76,26,35,51,48,16,0,27,46,0,16,4,10,33,13,30,27,25,22,14,4,36,20,41,80,23,27,19,29,83,72,20,26,36,47,20,40,45,45,60,5,14,4,50,26,26,7,26,47,8,69,35,27,24,68,21,35,25,54,5,26,82,49,14,61,26,35,62,16,34,45,26,35,46,29,46,17,25,52,20,36,29,35,11,31,16,0,29,8
"137","2015-05-01",28,36,41,29,58,34,38,73,27,79,49,32,1,8,16,19,38,0,5,5,2,0,2,7,13,7,15,66,19,58,34,9,17,13,12,13,70,27,32,26,40,25,73,36,37,62,18,11,3,4,73,5,16,"5",34,35,36,32,37,47,30,46,31,39,24,39,36,17,21,14,25,17,39,40,49,34,25,22,33,18,33,27,41,25,45,32,18,35,"2",26,65,18,34,43,23,23,23,12,10,47,21,39,57,38,27,34,42,8,34,57,9,59,21,18,30,33,61,23,11,11,4,33,28,11,0,39,42,31,6,24,14,10,19,18,44,18,26,23,44,26,5,21,46,29,35,15,29,26,10,27,23,14,3,20,27,6,80,27,11,62,57,38,35,45,33,49,58,21,26,16,22,24,"1",18,85,22,27,21,31,19,31,43,22,35,34,41,46,36,26,44,33,33,23,63,73,25,5,51,7,34,5,26,22,54,29,27,18,45,29,31,7,5,3,3,50,23,28,17,7,39,9,0,19,33,12,67,17,39,63,9,3,63,47,83,15,64,14,14,0,0,26,24,33,32,23,39,48,45,29,6,22,53,56,26,28,34,74,26,43,40,38,46,34,47,10,28,29,35,64,53,49,52,78,22,36,37,25,59,32,49,2,11,10,28,8,41,4,44,6,42,16,0,37,27,25,51,31,41,41,23,5,60,23,19,29,7,16,13,28,46,12,43,29,36,56,3,60,19,33,5,25,4,48,37,42,31,8,57,29,27,18,46,5,35,29,65,66,36,55,46,100,36,64,34,22,9,42,31,2,36,1,20,55,20,12,0,15,68,34,48,52,19,37,56,82,32,11,34,0,0,22,65,11,32,22,31,18,27,26,72,83,21,46,39,36,19,69,24,33,46,55,17,0,45,39,6,5,0,15,34,13,33,33,29,23,21,5,37,20,34,80,19,29,16,22,91,75,16,22,30,49,18,45,47,41,60,7,17,2,39,21,25,0,24,43,5,63,47,33,22,60,21,22,16,52,10,25,73,46,15,66,32,39,63,10,32,37,21,32,41,24,34,16,37,47,18,39,34,11,7,30,18,0,42,15
"138","2015-06-01",29,33,42,30,57,33,51,82,34,83,59,30,2,6,10,35,34,4,6,7,7,4,5,7,16,4,17,63,17,58,23,6,17,13,21,16,64,31,30,26,33,26,70,39,37,71,27,12,0,0,62,8,22,"6",33,37,38,21,37,50,36,51,35,44,26,42,39,25,20,18,28,19,42,41,49,34,19,23,32,21,33,27,41,17,51,36,21,28,"2",18,29,21,36,41,25,12,21,8,7,42,15,28,58,38,29,38,43,8,22,53,18,64,16,14,30,42,57,22,13,12,8,32,34,9,5,41,36,25,15,25,21,4,20,21,37,26,21,19,36,26,6,25,47,28,29,18,32,22,8,27,29,15,4,21,35,0,90,18,10,38,58,44,46,49,34,43,62,39,23,25,25,29,"2",20,86,25,22,16,32,19,28,39,22,41,38,57,52,42,28,46,35,32,19,66,73,29,13,52,10,29,11,27,21,57,26,24,16,47,21,31,9,5,3,0,49,20,28,19,8,40,31,14,18,24,10,65,21,37,65,9,5,69,51,88,18,60,14,14,1,0,16,21,35,30,22,45,48,48,36,6,24,55,60,30,31,38,61,26,43,47,41,51,36,44,9,27,26,34,40,48,41,54,69,18,27,34,12,43,29,53,5,21,14,38,0,32,4,50,6,47,19,0,39,13,31,47,33,28,48,28,6,61,27,19,36,7,16,7,27,45,10,44,30,22,50,4,57,24,26,8,13,4,40,45,34,27,10,57,25,30,39,43,2,29,30,73,40,40,42,51,68,30,70,44,16,8,56,51,3,32,5,12,43,24,10,0,8,56,29,36,50,19,36,55,82,32,7,34,2,0,21,65,13,33,16,37,13,30,32,73,83,25,48,41,40,18,64,21,19,41,63,14,8,41,39,0,18,8,17,32,16,23,32,29,26,30,4,36,21,34,71,18,32,20,18,89,79,9,23,31,37,16,42,48,46,62,7,14,8,41,19,60,0,27,41,8,59,57,29,36,59,19,26,20,54,5,27,78,38,17,70,32,30,61,10,33,32,20,21,51,25,46,20,20,42,20,37,30,57,15,34,15,0,49,54
"139","2015-07-01",31,39,48,35,65,31,38,80,37,87,55,36,3,9,12,8,40,0,5,5,2,3,3,8,8,4,17,68,20,59,36,6,16,18,13,14,65,28,24,27,36,27,58,42,40,70,13,10,6,9,63,8,20,"6",39,43,40,28,42,53,38,56,41,50,30,49,43,29,25,16,30,21,40,47,56,36,24,26,45,23,31,26,44,25,55,39,15,35,"1",10,49,20,31,37,26,16,30,10,3,33,19,22,49,49,35,35,46,16,25,52,12,62,22,12,19,29,58,18,11,14,7,34,28,11,13,25,24,15,15,27,16,9,19,20,40,16,19,11,32,28,3,27,53,33,36,16,34,23,12,29,26,14,4,20,40,3,80,12,23,24,56,48,66,34,36,37,56,37,21,16,32,12,"3",19,84,23,25,16,32,18,36,39,25,46,41,27,55,48,27,49,38,35,18,61,77,28,10,45,7,39,3,21,29,54,21,48,16,50,17,34,18,0,0,0,55,22,27,6,2,40,30,28,21,10,8,64,28,42,76,11,3,71,49,93,21,59,14,15,0,1,25,15,36,34,19,44,48,53,41,5,26,57,62,28,32,43,68,26,51,54,45,54,39,50,12,32,34,32,34,41,29,48,65,21,23,30,21,39,23,59,2,14,12,36,0,27,6,45,6,51,18,0,49,20,29,51,28,26,43,28,6,62,26,20,37,0,13,7,25,46,7,49,34,28,69,3,46,22,37,5,10,9,28,35,32,21,10,70,22,23,35,26,4,20,35,59,40,42,33,50,21,27,69,40,31,12,90,37,3,29,3,20,43,20,15,0,6,57,20,23,34,19,37,58,86,38,9,25,2,2,25,71,14,36,18,33,17,34,31,79,87,25,50,44,36,19,55,30,20,39,50,15,0,34,41,0,15,0,7,40,18,18,34,34,23,22,4,39,23,25,66,14,37,13,13,88,79,16,23,33,33,8,41,51,43,56,7,17,5,47,14,66,0,23,35,7,74,69,20,33,55,21,21,18,55,6,29,76,27,17,79,28,34,63,14,34,31,22,36,46,22,32,32,24,38,22,40,39,11,12,42,19,1,52,38
"140","2015-08-01",36,41,49,37,61,30,28,80,27,88,53,28,5,11,13,25,28,0,0,5,5,6,2,9,13,7,19,66,26,69,38,7,20,14,20,19,56,40,35,27,25,26,42,38,30,66,18,13,3,5,57,8,19,"7",40,45,39,32,41,59,37,53,34,46,27,43,42,24,22,15,28,19,40,47,45,36,25,23,44,23,35,24,44,30,54,37,15,26,"1",10,43,18,34,36,29,15,26,8,3,39,18,28,53,46,33,44,45,8,20,52,16,69,12,4,11,31,53,15,5,13,3,36,34,10,16,22,20,23,9,26,16,12,23,16,46,8,20,10,29,27,0,21,53,40,35,11,34,18,8,24,26,11,4,21,28,0,73,13,10,30,53,33,35,37,35,30,46,28,22,12,26,12,"2",18,83,27,23,21,36,18,34,43,24,46,39,82,55,47,30,50,39,37,27,62,71,27,5,41,5,31,0,28,27,49,28,35,20,51,20,38,7,9,13,0,51,22,30,3,8,42,38,0,18,7,8,62,25,35,69,13,4,77,42,90,20,50,16,15,0,0,18,17,35,32,16,42,54,55,40,10,23,59,64,28,31,46,75,29,51,55,46,56,40,51,11,28,31,34,27,45,27,45,72,14,20,28,19,38,20,55,2,16,10,39,16,22,4,47,6,49,17,0,33,16,21,55,28,21,50,23,8,57,22,20,33,0,15,0,34,51,13,50,36,29,55,7,37,25,32,5,14,9,28,40,30,31,13,70,18,24,34,45,2,16,27,59,42,40,73,49,35,21,53,36,25,10,90,48,3,29,3,10,35,28,8,0,5,53,19,20,29,20,30,52,86,35,7,26,0,1,16,84,15,34,14,34,13,35,29,80,89,25,51,43,43,17,39,37,19,40,47,10,8,51,41,0,6,4,16,38,19,17,34,35,26,22,7,41,24,28,61,14,32,16,14,100,79,14,21,31,31,4,46,52,49,59,7,17,4,47,28,22,0,27,37,9,68,58,15,22,67,23,31,20,53,12,29,72,28,16,87,30,34,65,11,31,28,19,35,41,7,40,22,24,36,20,43,37,11,11,44,23,0,44,31
"141","2015-09-01",26,36,42,30,55,34,28,61,31,81,57,28,2,7,12,34,37,0,5,5,5,3,2,6,16,11,18,65,20,67,34,6,20,18,20,16,55,25,28,28,37,27,51,30,37,69,16,9,3,9,63,6,17,"4",32,36,35,26,39,51,29,44,30,39,24,37,35,15,17,14,24,17,41,40,44,30,17,19,37,19,28,18,39,24,45,32,30,41,"1",8,20,14,32,42,21,20,30,12,11,42,34,33,58,39,22,42,42,14,32,57,14,53,32,28,37,46,67,28,20,15,5,33,24,12,6,34,44,21,15,20,12,24,25,19,42,23,22,30,47,34,3,31,58,37,32,19,29,29,12,22,24,17,4,16,38,3,87,13,6,26,56,55,27,37,30,47,59,20,27,22,18,24,"2",13,82,21,25,12,31,21,30,37,22,41,32,14,46,46,27,44,34,34,30,58,57,28,7,48,12,14,14,21,25,55,36,39,13,57,22,38,7,0,3,0,51,21,29,18,5,34,19,28,15,24,11,65,19,30,55,4,6,62,48,82,16,57,16,16,0,1,18,17,29,33,15,33,46,48,39,10,21,53,57,24,28,54,45,24,48,44,40,52,35,48,10,28,27,39,49,54,35,51,68,20,33,37,12,49,32,56,2,17,17,30,8,35,8,38,6,43,16,0,20,20,26,50,32,30,58,22,9,56,24,18,32,0,16,10,25,42,18,41,29,32,41,5,57,21,46,5,27,4,47,39,27,26,18,47,28,24,26,57,10,30,38,58,43,36,46,41,21,35,71,31,19,7,38,20,3,27,0,18,40,25,18,0,14,61,35,34,42,18,33,58,84,32,9,29,2,0,12,79,13,31,23,42,17,37,27,73,87,25,42,39,35,19,36,34,28,41,49,18,17,69,43,0,10,8,13,33,15,29,30,28,26,22,6,34,19,32,72,20,23,20,18,65,61,15,21,29,38,7,41,46,38,57,6,10,4,44,33,33,10,28,41,11,65,33,0,21,75,19,30,8,56,10,24,79,43,14,66,27,42,65,13,35,39,24,28,49,22,34,21,26,61,16,36,35,0,12,59,19,0,50,23
"142","2015-10-01",23,28,35,24,44,32,3,50,41,77,60,40,2,5,10,18,36,4,0,0,2,0,3,5,15,12,15,62,17,83,23,6,19,20,10,15,64,29,32,30,37,25,59,22,39,64,17,10,3,15,79,5,14,"4",30,30,32,28,30,48,26,39,26,35,21,38,35,14,17,14,21,15,41,36,38,32,13,15,35,15,22,21,37,38,40,30,17,35,"<1",16,29,9,32,42,18,15,26,13,16,52,29,49,43,35,21,25,35,17,28,67,16,41,22,28,31,36,83,26,16,12,6,30,26,8,6,37,50,20,10,18,9,13,23,17,45,25,20,16,49,25,8,25,63,34,37,20,42,30,16,39,40,17,4,30,45,0,87,21,13,35,61,38,15,39,27,51,63,28,34,19,16,26,"1",9,78,18,23,18,29,16,29,46,16,36,29,26,40,37,25,39,30,26,29,66,61,29,10,49,14,22,46,29,41,52,36,41,14,58,18,38,9,0,6,3,54,21,21,17,5,35,20,0,17,28,11,67,8,24,48,8,4,64,53,77,14,61,15,14,0,0,23,25,25,27,10,22,40,45,30,7,20,48,53,24,25,40,27,25,41,37,35,44,31,46,9,24,40,41,48,43,44,58,57,24,31,37,16,49,33,52,5,16,13,38,30,40,4,57,0,40,15,0,30,17,18,43,29,40,44,22,9,60,19,17,28,0,20,13,27,49,21,41,26,14,36,7,60,23,30,15,8,6,46,47,34,30,10,49,35,16,27,54,5,33,45,58,43,32,53,36,43,37,68,46,22,7,31,34,2,32,7,11,51,23,14,0,12,76,37,36,50,16,27,65,75,30,13,30,2,0,21,64,13,25,26,38,22,33,21,70,78,21,36,34,29,17,9,23,23,46,62,16,0,36,51,0,14,4,10,28,7,33,28,24,29,13,4,31,17,43,80,22,17,18,18,53,47,15,18,29,46,17,35,37,36,58,3,6,4,41,45,20,12,31,47,12,65,20,17,19,42,17,35,13,56,10,23,79,50,12,61,35,39,64,15,33,39,26,26,43,14,49,8,32,69,16,29,30,10,14,49,12,0,50,47
"143","2015-11-01",18,20,27,20,31,35,3,35,34,64,62,36,2,6,11,19,34,0,0,4,2,3,2,4,10,3,14,54,17,79,22,5,18,17,16,16,59,24,26,34,54,21,73,19,35,59,17,9,0,9,86,6,11,"3",20,21,30,17,20,40,28,44,24,27,16,30,23,8,14,10,17,12,45,29,29,21,9,12,26,10,18,15,34,37,35,24,20,36,"1",22,34,7,26,47,16,12,33,13,17,45,41,58,49,29,15,23,32,0,36,59,15,36,26,21,36,44,64,31,17,8,9,27,23,8,6,46,56,39,7,17,13,22,27,20,45,19,15,25,59,28,6,23,64,35,29,16,40,24,10,28,36,16,3,20,39,3,90,23,15,46,59,27,16,39,22,55,69,26,41,23,15,31,"1",6,80,14,21,13,29,14,24,42,10,26,25,0,32,30,18,34,27,21,17,68,53,28,5,53,9,22,37,25,28,53,33,44,15,64,19,37,16,0,5,0,49,21,17,23,14,33,16,0,17,36,20,72,6,20,39,17,4,59,52,68,9,65,14,14,0,0,21,22,23,32,7,13,39,35,16,4,15,40,44,20,20,35,17,20,35,32,28,31,26,39,14,28,35,47,53,43,48,58,51,19,32,44,16,59,39,47,4,11,14,33,7,45,7,51,6,40,13,0,32,19,14,35,27,45,41,16,5,58,22,15,25,14,16,17,23,44,14,36,21,25,59,0,69,17,51,10,4,12,62,33,38,25,10,48,41,9,32,49,10,38,36,71,43,26,51,29,17,46,69,34,17,5,25,17,3,37,6,21,61,19,15,6,10,64,42,36,53,16,27,47,67,26,14,36,2,1,18,55,9,27,29,41,15,30,20,60,68,17,33,33,23,11,6,27,35,52,49,12,31,55,44,6,19,4,11,21,10,32,19,15,24,13,4,29,11,48,79,21,13,14,16,41,34,13,18,26,55,14,34,32,39,66,4,5,4,37,36,26,18,28,48,6,65,19,27,35,48,16,27,16,60,4,23,79,48,9,49,33,40,66,14,36,46,30,19,37,25,46,10,27,80,12,22,23,32,13,22,16,0,42,11
