"date","c.入門","cdr.書き込み","e.n","fun","fx.兄貴","html.タグ.一覧","info","jp.company","korean.air","l.o","lan.ケーブル.価格","lec.公務員","mac.価格","mcp.資格","mov.再生","ngk.プラグ","nihonn","opera.ダウンロード","pdf.変換.フリー","syu","vendor","vi.コマンド.一覧","web.アクセス","zip.ダウンロード","zip.パス.解析","zookeeper","あ.ぱぱ","あい.で.む","アイコン.フリー","アイコン.位置","アイデム","アウドムラ.の.恩恵","アクセス.できない","アドレス.変更.方法","アドレス.帳.保存","アドレス.帳","アプリ.作成","ある.ばい.と","ある.ばい","アルキタ","アルティザン...アーティスト","アルバイト.an","アルバイト.京都","アルバイト.募集","アルバイト.千葉","アルバイト.名古屋","アルバイト.埼玉","アルバイト.札幌","アルバイト.横浜","アルバイト.求人.情報","アルバイト.求人","アルバイト.神奈川","アルバイト.福岡","アルバイト.関西","アルバイト","アレグロ.アジテート","アンインストール.方法","アンティーク.雑貨","いき.もの.がかり.気まぐれ.ロマンティック","いき.もの.がかり.気まぐれ","インザ.スカイ","ヴィゾフニル","ウィメンズ.パーク","エキサイト.翻訳","エスノ","エラー.修復","オークション.yahoo","おすすめ.フリー","カクテル.レシピ","カスタム.少女.xp","カフェ.アルバイト","カフェ.開業","カレント.エリオット","カロリー.レシピ","ギター.カタログ","キヤノン.ビズ.ア.テンダ","キャプチャ.方法","ギャラン.フォルティス.スポーツ.バック","ギャラン.フォルティス.スポーツ","キュー.レット.ミューラー.ts","ギリシャ.文字.読み方","キレイ.ぱど","クソスレ","ぐるなび.関西","グルメ.キャリー","ゲーム.一覧","ゲーム.板","ゲーム.無料.ダウンロード","ゲーム.育成","こ.ゆく.て.おいしい","コーディネーター.求人","コピー.フリー","コマンド.オプション","コマンド.一覧","サーチ.方法","サイト.作り方","サマー.セット.パレス.ソウル","サンリオ.ゲーム","し.ごと.情報","じしょ","シュガー.ケイ","シュミレーション.ゲーム","ショートカット.一覧","ジョブキタ","スカイマーク.ツアー","スクロール","スター.ネット","スタートアップ.削除","ステレオ","スパゲッティ.レシピ","スピーカー.設置","セーフティー.ネット","セインツロウ.2.攻略","セインツロウ.2","ソニック.ワールド.アドベンチャー","ソニック.ワールド","ソリティア.攻略","タイピング.ゲーム.無料","タイヨウノハナ","タウンワーク","タグ.一覧","ツールバー.削除","テキスト.エディタ.フリー","デコ.デザイン","デザイナー.求人","デザイン.求人","デジタル.化","ドーモ.ネット","ドーモ","どうぶつ.の.森.wii.攻略","ドクターシーラボ.bb.クリーム","どっと.コム","トナー.価格","どんぶり.街道","ニチイ.医療.事務","ヌギャー","ネイル.スクール","ネットワーク.表示","ねとらじ.スケープ","の.む.こむ","ノート.比較","パーク.ハイアット.東京.デリカ.テッセン","パーツ.センター","バスケットボール.ルール","パチスロ.カイジ.2","パチスロ.実機","パチンコ.アルバイト","パッチ.当て","ハブ.価格","はら.ドーナッツ","ハローワーク.川崎","ハローワーク.札幌","ハローワーク.横浜","ハローワーク","ハングル.入力","バンジョー.と.カズーイ.の.大.冒険.ガレージ.大.作戦","ヒール...トゥ","ヒーロー.インザ.スカイ","ヒーローズ.イン.ザ.スカイ","ヒーローズ.インザ.スカイ","ピッピ.靴","ビューティー.ナビ","ブーン.ルミナス","ファイル.名.一括.変換","ファイル.名.置換","ファブリック.バード","フォルダ.オプション","フォルダ.削除","フォルダ.表示","フォルティス.スポーツ.バック","プチフリ","フットサル.タイムズ","ぶら.う","ブライダル.求人","ブラウザ.シェア","ブラウザ.比較","プラグ.形状","プリキュア.無料","ふるさと.雇用","フレッツ.料金","プレミア.ショップ","ふろ.む","プロジェクター.比較","フロムエー","ヘタリア.名前","ベネッセ.ウィメンズ","ベルキュロス","ヘルパー.資格.取得","ホームページ.作成.フリー.ソフト","ホームページ.作成.フリー","ホームヘルパー.2.級","ホイール.通販","ホテル.地図","マイ.プレミア.ショップ","マイケル.ボルダック","マウス.価格","マクドナルド.求人","まったり.壁紙","マニュアル.日本.語","メーカー.一覧","メール.保存","メシウマ.aa","メニュー.の.作り方","メニュー.バー","モータ.原理","もろみ.え","ラベル.印刷.フリー","ランタイム.ダウンロード","リストラ","リンク.設定","ルーン.ファクトリー.フロンティア.攻略","ルーン.ファクトリー.フロンティア","レシピ.野菜","ワーキン","ワーナー.マイカル.みなとみらい","ワーナー.マイカル.海老名","ワールド.アドベンチャー","ワンピ.ス","不動産.連合","不景気","不況","中古.車","中小.企業.緊急.雇用.安定.助成.金","中小.企業.雇用.安定.助成.金","事務.所.求人","事務.資格","二.角.取り","京都.アルバイト","企業.一覧","企業.倒産","企画.書.書き方","低.カロリー.レシピ","住み.心地","侍.戦隊","価格","保証.制度","倒産.件数","倒産.情報","健康.診断.料金","充.放電","先端.科学.技術.大学院.大学","光栄.ゲーム","免許.証.更新","全日空.時刻.表","全日空.時刻","公務員.試験.対策","再.就職.支援","分割.フリー.ソフト","創出","助成.金.雇用","助成.金","区役所.出張所","医療.事務.資格","卒業.年度","原.ドーナッツ","受信.メール","受験.資格","司書","名刺.作成.フリー","名刺.作成","商工.リサーチ","囲碁.入門","地下鉄.所要.時間","地名.読み方","基地.求人","場所.検索","塗装.方法","変換.効率","夕飯.シチュー","大学.一覧","大学.偏差.値.代ゼミ","大阪.アルバイト","失業.保険.受給","失業.保険","失業.給付","失業","学校.一覧","実機.販売","家具.通販","密室.から.の.脱出.2.攻略","密室.から.の.脱出.2","小田急.線.時刻.表","小田急.線.時刻","就職.支援","就職.資格","履歴.書.自己.pr","履歴.書.自己","履歴.書.見本","岡部.文彦","市役所.地図","希望.退職","帝国.データ.バンク","年.号.西暦","広島.アルバイト","店舗.賃貸","引越し.料金","弥生.会計.09","彼.の.名.は.ドラキュラ","彼.の.名.は","恋人.は.ミュージシャン","情報.ネット","拡張.子.変更","採用.係","換算","教師.求人","文字.読み方","新聞.記事.検索","既.卒.就職","日本.エイサー","日本.語.教師.求人","日経.消費.ウォッチャー","星空.の.湯","映画.情報","普及.拡大","景気.低迷","景気.動向","景気","書店.アルバイト","札幌.アルバイト","東.建.コーポレーション","東京.商工.リサーチ","東方.神.起.歌詞","桃太郎.電鉄.20.周年","楽器.採用","横浜.研究.所","橘.つばき","民事.再生.法.と.は","求人.ジャーナル","求人.情報","法人.設立","派遣.ex","消費.電力.計算","深夜.アルバイト","添付.ファイル.保存","無線.lan.比較","特報","画像.表示","画面.キャプチャ","留学.奨学.金","異.業種.交流.会","番長.3.攻略","病院.地図","症状.検索","発電.システム","登録.制.アルバイト","着.うた.フル.プラス","社団.法人.と.は","福祉.の.お.仕事","米.軍.基地.求人","経営.状況","経済.情勢","経費.削減","給付.日数","緊急.雇用.助成.金","緊急.雇用.安定.助成.金","緊急.雇用","縮小","美容.室.口コミ","翻訳.求人","耳.つ.ぼ.ダイエット","職業.訓練","自転車.カタログ","航空.券.激.安","英語.ニュース","英語.日本.語","補助.金.太陽.光.発電","西暦.対応.表","西暦.対応","西村.隼人","角.取り","評価.版","講師.求人","資格.就職","資金繰り","起動.できない","車検.費用","転送.設定","辞書.登録","退職.金.税金","通信.端末","通販.カタログ","運転.免許.証.更新","都.道府県.大戦.攻略","都営.バス.時刻.表","都営.バス.時刻","重政.豊","銀.魂.鑑定","録音.方法","開業.資金","雇用.保険.受給","雇用.創出","雇用.助成.金","雇用.助成","雇用.安定.助成.金","雇用.調整.助成.金","雇用.調整","雑誌.一覧","雑貨.求人","電力.計算","電力.量.計","音声.が.出.ない","音声.読み上げ.ソフト","音響.求人","食品.衛生.責任.者","食品.衛生.責任","高等.技能.訓練.促進.費","高等.技能.訓練","髪型.写真"
"2015-04-01",17,10,25,41,1,3,42,4,48,24,15,30,30,9,23,28,34,5,18,21,42,9,28,29,0,12,14,43,33,30,50,8,46,59,22,38,77,21,18,37,22,6,50,30,59,49,30,54,41,8,50,33,52,29,65,0,34,62,0,0,5,8,33,22,17,29,5,46,29,"1",58,45,21,67,11,18,16,9,8,0,18,20,14,"1",45,43,18,18,32,1,67,6,27,17,24,34,0,16,0,28,29,25,14,42,27,43,15,23,34,37,20,8,0,"3",4,7,11,20,4,51,15,7,12,19,50,51,38,46,57,"2",24,5,8,27,28,0,45,32,5,6,17,6,42,42,4,28,19,9,12,12,51,51,64,74,24,6,26,1,0,"1",9,24,3,11,17,37,27,44,37,9,7,35,55,60,20,19,16,35,2,61,25,31,11,34,3,10,"1",3,7,5,10,32,30,18,12,34,49,4,15,45,53,0,29,49,18,0,11,6,14,35,"2",2,93,32,"3",11,62,18,62,13,4,68,"<1","1",47,63,23,46,40,10,20,51,33,6,45,12,16,6,84,15,38,2,44,12,14,34,12,8,40,9,23,55,57,54,5,69,69,28,4,55,11,13,41,25,57,59,46,14,15,37,21,64,20,71,36,57,43,10,36,2,"2",34,39,45,61,100,87,16,23,33,17,10,31,44,51,18,0,0,13,9,29,30,38,47,40,53,11,20,4,54,0,16,28,5,0,20,17,25,54,60,10,48,"0",33,32,6,7,50,40,36,15,21,81,32,12,41,46,55,38,39,"<1",31,5,19,5,0,35,53,46,19,26,9,39,"1","0","3",60,60,36,0,55,19,23,62,51,10,"3","4",23,26,41,42,61,20,47,60,40,49,34,35,19,20,2,50,58,2,0,33,64,37,20,9,10,"2","1",3,18,78,27,28,34,6,26,89,85,13,31,55
"2015-05-01",13,6,27,38,0,3,42,3,48,26,12,22,19,8,13,28,31,4,18,25,36,5,23,26,1,14,15,36,29,22,44,0,40,56,15,31,76,21,22,29,25,6,45,23,42,41,34,60,36,7,48,32,44,33,64,11,33,62,0,0,3,4,32,20,16,25,5,47,38,"1",60,41,22,69,9,20,20,9,11,0,17,34,3,"1",45,41,14,18,31,1,51,7,18,15,15,33,5,17,0,36,18,30,14,39,35,37,16,12,34,36,17,11,2,"3",4,9,10,18,0,44,12,8,7,12,47,50,35,31,52,"2",25,5,7,26,31,4,41,27,5,8,10,6,32,30,2,27,12,10,13,9,42,49,50,66,19,8,28,2,0,"1",30,30,2,8,17,18,18,36,31,10,8,24,56,46,21,13,24,48,2,56,25,24,8,32,9,14,"2",5,4,3,16,30,31,14,6,28,63,0,15,45,50,0,25,40,15,8,9,5,14,33,"1",2,94,33,"2",20,68,25,56,11,4,69,"<1","<1",40,61,23,41,39,12,20,39,27,4,42,6,14,5,36,14,30,2,45,13,19,42,9,5,26,7,21,39,56,41,10,61,54,22,6,42,8,6,37,34,49,53,58,23,24,28,9,54,22,58,33,50,37,18,27,1,"2",27,34,38,59,75,66,9,22,29,22,9,22,36,46,16,5,4,28,13,27,31,33,42,45,45,11,27,3,63,0,12,27,10,0,13,18,20,60,42,7,29,"1",31,23,0,5,46,40,31,19,18,67,21,14,29,47,44,29,30,"1",27,10,18,9,0,33,51,49,24,21,13,29,"<1","0","2",53,58,32,0,49,19,23,58,46,12,"3","3",14,26,41,40,59,22,44,68,41,44,39,38,14,20,2,31,35,4,7,34,50,32,14,7,7,"1","1",3,17,50,25,27,27,3,41,70,78,6,29,60
"2015-06-01",10,7,23,38,3,8,42,4,42,18,14,40,24,8,11,23,40,6,18,22,36,8,20,27,0,12,10,36,32,29,47,0,45,51,18,33,77,27,14,32,21,6,39,25,43,40,29,54,30,4,46,33,44,25,58,0,32,57,0,0,4,4,33,21,20,26,5,42,33,"1",58,50,4,68,7,19,18,5,8,8,27,34,12,"1",44,38,13,14,23,0,64,6,28,17,23,38,0,23,0,32,9,27,18,38,31,43,14,18,35,34,12,6,1,"2",6,10,8,12,7,46,13,9,8,19,53,51,34,51,53,"1",30,5,8,11,29,0,51,29,5,19,11,0,33,34,6,25,13,7,13,9,52,49,48,70,11,0,37,2,0,"1",17,22,4,10,17,23,23,43,36,7,4,35,49,49,27,14,24,43,6,57,18,24,8,33,5,17,"3",5,2,3,19,27,36,14,5,33,55,4,12,43,49,0,24,47,18,8,5,5,15,37,"<1",2,88,26,"1",6,51,25,51,17,4,68,"1","1",49,58,21,40,42,10,26,54,32,4,42,13,3,7,39,22,35,3,44,9,15,38,8,5,30,8,24,51,61,41,5,58,60,22,5,46,12,11,38,25,61,48,39,26,12,31,12,58,25,62,36,53,37,13,28,1,"1",21,29,41,55,57,68,13,17,35,26,11,20,42,51,19,0,0,16,0,28,30,30,47,37,54,13,18,4,38,0,12,22,3,9,20,18,16,54,43,11,29,"1",31,27,5,3,45,40,36,15,21,66,28,12,33,51,54,38,36,"1",32,6,19,8,4,38,59,38,17,21,11,45,"1","1","2",56,59,28,0,52,20,23,65,52,10,"2","1",17,27,51,30,55,18,40,60,40,46,38,47,14,26,2,35,44,6,4,34,60,30,15,8,10,"2","1",3,13,54,33,36,26,9,28,88,88,11,36,65
"2015-07-01",11,4,26,39,1,7,38,4,36,27,12,10,20,5,11,26,35,4,21,22,42,7,22,24,0,13,18,29,29,25,39,0,41,54,11,27,70,24,23,31,12,6,35,22,36,35,23,41,32,4,38,29,47,31,51,4,34,50,0,0,5,5,31,19,24,22,4,40,35,"2",46,43,16,54,4,8,30,8,9,8,14,16,7,"1",46,45,16,15,28,0,62,6,25,18,28,36,0,25,9,28,4,21,11,32,43,39,13,14,34,36,11,7,2,"2",3,10,18,20,0,41,11,8,8,12,50,47,32,58,46,"2",25,8,10,12,28,2,57,28,0,15,12,8,34,30,5,21,12,11,11,7,43,50,49,62,18,8,19,1,0,"1",12,22,3,5,15,60,25,37,28,9,6,26,63,43,18,13,17,43,2,46,20,23,4,30,8,17,"2",3,3,4,26,28,37,16,9,29,35,0,14,41,46,3,34,36,20,0,8,6,13,32,"1",2,94,26,"2",13,60,16,55,13,4,62,"1","<1",45,56,22,29,43,11,24,41,29,3,42,8,8,5,40,14,34,4,35,13,20,40,11,8,26,7,21,46,52,39,0,68,57,22,4,39,10,16,30,22,44,56,36,20,9,32,9,49,21,51,35,49,35,6,27,1,"1",26,38,37,47,61,53,13,10,30,23,9,27,29,46,17,0,0,2,8,31,27,28,45,40,48,14,30,3,53,0,11,29,9,8,18,17,20,41,41,8,27,"0",25,29,5,2,37,39,31,5,22,60,29,14,29,45,52,29,36,"1",29,11,16,7,4,31,49,41,21,28,9,29,"1","0","2",56,62,29,0,45,21,29,61,52,8,"2","2",8,27,40,32,47,28,42,53,33,36,33,49,12,19,2,35,43,0,0,27,56,32,11,7,7,"2","2",3,20,46,31,21,27,3,23,72,65,9,26,57
"2015-08-01",7,13,26,37,2,4,35,2,44,25,12,14,20,7,14,23,25,3,15,15,35,3,22,25,0,12,12,51,28,30,36,0,40,50,12,27,69,25,26,23,2,4,30,19,30,46,25,45,28,6,39,24,41,19,48,0,36,48,0,0,4,4,28,16,14,29,4,48,36,"1",43,47,10,51,7,18,16,6,6,0,17,25,6,"1",36,42,18,16,27,1,55,5,25,14,19,29,10,18,0,24,4,29,9,40,32,37,12,19,28,37,18,6,3,"2",6,11,19,11,3,38,10,7,7,11,50,48,26,36,44,"2",19,5,9,37,34,4,43,32,0,15,12,8,33,22,10,17,12,7,7,3,40,45,47,63,11,5,45,1,0,"1",8,19,5,7,19,32,21,37,29,7,4,26,50,44,26,12,15,41,2,43,19,30,5,45,8,8,"2",3,2,2,12,29,38,19,10,25,36,0,13,37,43,0,29,40,16,0,9,6,11,31,"2",2,85,25,"3",22,78,8,59,12,4,65,"<1","<1",48,52,22,24,31,10,22,34,31,3,38,8,7,4,48,12,25,3,35,18,19,34,8,5,21,6,19,43,46,30,0,53,50,22,2,32,8,8,45,25,42,49,26,15,4,27,9,46,16,48,30,42,35,9,30,1,"2",25,33,31,55,42,40,6,15,28,37,8,29,29,43,19,2,0,11,8,26,20,21,39,31,41,11,17,4,33,0,7,33,14,8,10,17,15,45,46,8,29,"<1",28,23,3,2,38,36,28,16,18,55,22,10,28,39,48,30,36,"<1",26,10,17,11,4,27,51,42,21,19,4,35,"<1","<1","1",50,56,30,0,44,17,22,57,50,6,"<1","<1",5,27,45,38,55,20,49,42,34,36,29,34,13,18,2,43,52,2,0,32,54,27,11,6,6,"1","1",2,14,55,30,29,28,5,10,71,63,4,6,64
"2015-09-01",8,3,26,37,2,4,37,3,35,22,15,9,23,7,15,19,28,3,15,15,32,2,19,23,0,11,24,23,30,41,42,0,43,53,15,30,76,27,15,26,24,5,36,22,37,37,27,47,29,4,42,25,46,22,53,7,39,52,0,0,4,2,32,14,14,24,5,46,28,"<1",47,44,16,57,11,13,16,8,9,0,16,20,7,"<1",40,41,18,20,28,1,52,6,26,14,15,34,0,18,26,25,17,23,14,36,29,38,15,17,30,36,17,7,2,"2",2,6,13,14,7,48,9,5,8,16,42,47,27,38,58,"1",25,6,8,20,35,0,39,23,5,8,12,5,38,28,5,24,14,7,11,8,38,44,49,65,11,0,30,3,0,"1",20,23,3,10,20,47,25,36,31,5,6,26,68,48,18,15,24,28,1,57,23,32,7,38,7,10,"3",5,5,3,9,30,33,21,9,28,48,0,15,44,54,3,30,39,14,0,7,8,12,28,"1",2,80,24,"1",9,62,8,61,12,4,69,"1","1",44,65,25,28,31,12,21,34,34,5,41,10,6,5,53,16,27,4,43,12,13,40,9,6,22,7,21,43,49,38,5,59,54,21,3,37,9,13,35,25,48,46,48,21,14,31,9,47,21,56,32,48,35,16,28,0,"1",27,38,31,58,44,43,10,10,36,19,9,22,28,48,20,0,0,19,0,26,29,40,39,37,37,12,18,4,51,0,7,26,7,4,15,16,16,47,48,8,21,"<1",19,22,3,3,40,37,35,6,18,66,22,11,27,41,49,29,38,"1",28,9,11,11,6,31,42,32,23,16,11,25,"1","1","2",55,53,26,0,49,22,25,66,53,7,"1","<1",5,29,38,34,58,23,47,51,37,35,30,29,18,22,7,39,51,2,0,38,48,31,16,7,8,"1","1",2,21,55,22,26,32,4,13,69,67,2,9,66
"2015-10-01",9,1,26,38,1,5,37,6,38,28,18,17,21,7,21,29,29,5,16,18,41,4,23,23,2,11,14,25,30,39,40,0,38,50,27,33,74,21,20,27,23,6,36,22,36,46,26,54,33,7,38,27,53,15,56,7,44,62,0,0,4,0,33,17,17,27,5,47,30,"<1",46,43,14,62,8,8,25,8,4,0,14,28,5,"1",38,41,17,15,26,0,57,6,28,16,20,33,0,14,0,32,13,25,12,41,26,42,13,18,39,44,15,4,1,"3",3,9,10,22,3,42,13,6,6,13,46,52,31,35,39,"1",22,7,8,20,32,2,40,30,5,10,14,0,31,23,5,30,14,10,10,6,42,50,49,66,9,3,30,1,0,"1",32,29,1,9,17,36,23,40,34,8,5,25,42,40,25,13,18,36,3,53,18,16,5,30,5,10,"2",1,4,4,12,29,33,24,8,30,29,0,15,47,45,3,35,46,22,0,3,6,13,31,"1",2,82,30,"1",4,41,31,54,14,4,67,"1","<1",44,59,24,28,35,11,16,43,29,8,43,10,6,5,53,15,32,1,45,12,17,31,8,6,26,7,21,44,51,40,0,67,44,25,3,38,8,12,40,23,41,45,42,29,27,32,9,48,17,57,32,50,38,12,31,1,"1",30,41,34,55,49,55,17,10,32,21,9,25,37,56,18,2,0,11,12,26,28,22,44,32,45,16,15,5,38,0,11,22,5,4,11,17,23,54,44,8,27,"3",10,23,3,2,39,37,36,7,18,55,22,16,33,45,51,36,33,"1",30,12,19,11,0,25,59,43,24,15,12,19,"<1","<1","2",56,45,24,0,47,20,23,68,60,8,"0","<1",10,30,43,32,55,18,48,55,36,40,32,43,23,26,0,36,35,0,3,33,51,30,12,7,8,"2","1",4,16,52,26,25,34,6,21,76,68,9,19,73
"2015-11-01",9,6,26,34,2,8,37,5,36,30,12,16,22,6,17,24,32,3,18,16,30,5,22,24,1,11,17,19,30,26,37,0,42,52,12,31,81,27,29,25,30,6,36,23,34,37,29,57,29,5,39,29,43,19,55,11,36,59,0,0,4,0,33,17,14,28,6,47,28,"<1",41,53,12,62,9,11,19,9,11,8,16,25,6,"1",33,39,15,17,31,1,47,5,24,16,22,31,0,14,17,31,13,27,11,31,22,42,14,11,33,36,17,9,2,"2",3,7,10,20,0,39,12,6,4,14,49,39,34,27,40,"1",19,4,9,12,31,6,35,24,0,11,15,6,31,30,2,24,10,10,12,8,38,42,44,61,11,0,7,2,0,"1",13,13,1,5,12,34,19,38,32,7,4,23,55,47,17,12,19,36,4,54,29,31,6,28,5,15,"2",4,4,3,9,32,27,18,3,29,18,4,13,49,45,0,37,47,14,0,9,5,13,36,"1",2,85,25,"1",3,36,16,60,14,5,66,"<1","1",42,59,20,34,33,10,18,42,30,3,42,11,12,5,35,9,26,2,33,9,13,34,12,6,27,7,21,49,49,37,0,61,46,21,5,44,9,15,38,25,32,41,41,22,23,32,7,44,24,59,37,49,39,11,33,1,"<1",26,37,31,57,47,47,10,11,29,20,10,25,36,48,20,0,0,6,0,26,25,16,44,33,44,11,19,5,32,0,11,21,20,0,11,18,18,57,46,8,25,"<1",20,21,0,2,36,34,33,13,22,56,21,11,26,43,53,33,37,"<1",24,6,16,12,6,23,47,35,21,31,7,42,"<1","<1","1",53,46,35,0,45,14,20,78,61,7,"1","2",8,27,40,24,57,21,45,58,32,42,39,42,24,19,3,36,41,0,4,40,63,37,14,7,6,"1","2",5,23,46,28,22,28,6,8,63,73,7,15,67
"2015-12-01",8,4,28,32,1,6,34,3,35,18,14,21,25,4,14,23,30,5,14,20,41,4,19,21,2,11,25,18,27,29,30,0,35,56,13,29,83,18,17,19,26,3,35,18,29,38,26,39,28,5,30,24,40,16,47,0,40,52,0,0,4,4,31,14,12,25,6,53,36,"1",40,50,12,51,7,16,24,10,11,0,18,16,7,"<1",26,46,13,16,30,0,53,6,21,15,20,31,10,17,17,24,21,23,9,32,28,38,17,16,34,30,18,8,1,"1",2,7,10,9,0,34,12,6,9,17,41,41,32,19,30,"1",25,4,8,10,23,4,31,26,0,3,17,5,27,20,2,20,10,10,6,8,40,40,52,54,7,3,17,1,0,"1",4,20,2,4,26,30,20,39,31,12,4,21,49,33,16,12,25,33,1,51,23,29,4,21,5,20,"4",4,2,3,12,28,23,19,4,23,32,4,14,44,44,3,44,40,11,0,9,5,23,36,"1",1,72,19,"3",8,31,8,40,14,5,60,"<1","1",36,47,21,28,30,10,14,39,29,3,44,12,8,5,28,17,25,3,35,8,13,23,10,5,23,7,19,43,35,32,5,62,50,17,4,35,7,8,41,22,27,44,33,21,9,26,6,40,18,47,29,42,30,6,35,1,"<1",29,36,35,49,35,39,9,0,23,12,9,14,27,44,18,2,0,11,0,24,25,18,40,28,46,10,16,3,37,0,7,23,7,8,12,17,16,39,46,6,18,"1",25,20,0,3,28,30,28,15,24,47,20,13,32,39,46,24,27,"1",26,10,17,8,4,24,43,32,22,13,9,19,"1","1","1",54,48,32,0,37,15,19,60,60,8,"1","2",3,29,34,29,49,22,45,43,39,38,36,34,19,19,2,29,34,0,0,35,47,29,15,7,8,"1","1",3,15,35,24,15,22,6,31,56,54,3,15,53
"2016-01-01",8,6,33,37,2,5,43,2,33,38,14,19,22,7,11,17,26,3,14,20,30,3,20,25,1,12,21,24,28,38,32,0,37,55,23,30,92,23,20,24,16,5,60,29,72,79,56,73,64,10,72,51,77,27,62,0,37,62,0,0,3,6,24,12,18,24,5,55,29,"<1",70,46,10,68,9,13,20,14,11,0,9,15,13,"<1",44,49,14,17,31,0,82,6,20,16,19,42,5,16,8,25,12,25,8,28,37,43,17,19,34,42,17,9,2,"3",3,7,17,12,3,38,11,3,4,18,72,60,34,38,41,"1",22,5,7,21,48,0,61,27,0,0,20,10,23,23,0,23,17,13,8,7,42,47,51,62,11,2,14,1,0,"1",35,14,0,8,17,18,14,37,28,11,3,19,64,74,21,14,21,42,2,57,17,25,10,31,5,18,"2",9,3,3,10,34,24,18,13,38,43,0,13,46,45,2,40,44,15,0,2,5,15,29,"1",3,83,23,"1",6,29,22,56,13,6,76,"<1","<1",55,77,21,51,37,9,19,50,38,4,45,8,6,4,52,17,21,3,45,8,10,28,10,3,22,5,22,45,73,49,4,62,70,22,2,43,8,20,36,24,48,42,51,32,30,34,15,77,22,53,37,49,42,21,51,2,"2",19,24,35,67,57,58,17,25,18,11,7,21,45,72,41,0,3,30,0,28,27,12,42,45,45,10,25,3,39,7,17,24,9,0,15,23,22,73,49,7,0,"1",12,22,0,1,39,34,36,11,17,79,23,14,27,48,45,38,34,"1",23,8,27,26,0,23,40,34,24,17,12,36,"<1","0","1",56,74,35,100,52,23,1,72,62,12,"2","2",2,24,49,53,67,22,44,58,35,32,34,40,18,23,0,28,33,2,0,35,74,31,7,5,5,"1","1",2,26,73,28,30,31,7,20,64,65,10,20,66
"2016-02-01",9,7,36,38,2,3,45,6,34,39,17,27,25,9,16,25,29,6,15,20,35,2,31,24,1,12,25,30,31,29,43,0,39,64,13,27,95,32,22,25,12,4,68,34,76,84,62,81,69,10,78,56,92,41,68,4,30,66,0,0,3,0,24,11,18,23,5,58,32,"1",81,52,5,66,7,16,20,12,13,8,10,24,7,"<1",41,51,20,17,29,0,92,6,25,14,27,42,5,23,9,28,13,25,12,39,43,45,14,17,34,41,12,7,1,"1",4,6,30,10,5,41,11,10,9,29,82,65,33,31,46,"2",30,6,11,26,44,4,62,27,0,23,18,5,28,18,5,25,21,10,13,12,47,49,57,69,14,18,28,1,16,"1",20,20,2,5,16,28,16,40,28,9,5,20,52,78,16,11,18,52,2,52,23,21,12,25,5,27,"2",13,3,4,9,32,25,19,12,32,50,0,13,46,44,5,42,50,17,0,7,5,20,33,"1",2,94,24,"1",9,33,87,66,15,6,79,"1","1",57,75,17,60,43,11,14,51,38,3,44,9,10,4,76,17,23,2,44,8,14,37,14,5,26,8,26,45,68,61,5,63,63,26,4,39,6,14,39,21,49,51,60,23,18,43,8,86,21,58,37,53,37,16,44,1,"1",22,30,48,74,64,70,14,26,21,17,8,19,67,81,59,0,4,21,8,27,25,25,44,63,41,8,28,6,50,0,14,19,5,4,10,21,22,81,56,6,0,"3",36,23,0,2,35,39,35,28,17,85,21,13,27,47,43,36,35,"1",22,10,22,14,0,24,42,45,23,29,10,44,"1","1","1",61,87,42,0,56,23,0,68,59,12,"1","3",3,24,42,64,74,28,42,69,31,32,33,51,15,27,0,24,29,2,0,39,70,32,11,8,8,"2","2",3,18,62,28,25,30,6,39,70,69,6,17,76
"2016-03-01",8,10,26,37,1,3,38,3,30,30,14,32,21,6,16,25,27,4,12,21,38,9,22,23,1,12,30,21,31,42,38,0,42,68,11,33,90,22,20,29,23,5,67,33,74,76,51,82,68,10,75,46,84,43,66,0,38,57,100,0,3,9,25,10,12,21,4,57,31,"1",67,61,8,62,7,12,21,13,8,0,3,20,6,"1",39,54,19,19,37,1,75,5,26,15,23,34,9,13,35,25,4,27,12,41,26,46,13,16,33,48,15,7,2,"2",4,8,21,14,9,40,8,7,4,34,73,65,32,22,46,"1",28,5,10,30,43,3,53,25,0,17,16,10,30,16,0,24,19,10,14,11,44,51,59,64,13,0,21,1,14,"1",15,20,2,4,14,28,14,38,31,13,4,22,53,72,20,11,16,42,3,64,24,39,9,25,3,27,"1",9,4,5,9,43,24,21,8,27,44,0,14,44,47,2,36,48,10,0,4,4,19,34,"<1",3,84,22,"2",7,47,73,59,12,4,72,"<1","<1",54,71,17,54,40,11,11,45,35,4,41,14,9,5,55,14,34,3,47,9,13,39,8,6,21,7,25,63,63,91,4,66,58,27,4,44,7,25,44,29,35,51,54,17,15,40,11,82,26,62,38,55,46,16,44,1,"1",28,41,45,67,89,84,16,5,21,13,9,24,63,76,51,2,0,12,0,23,29,31,38,46,42,7,34,2,46,0,10,24,11,12,8,14,27,82,58,7,0,"5",39,21,0,3,38,36,42,6,14,88,23,12,24,44,44,24,27,"1",24,7,23,9,0,24,43,39,18,13,15,38,"<1","<1","1",63,77,42,0,52,21,0,62,57,12,"1","1",7,29,37,60,67,27,45,67,38,33,39,39,16,29,2,27,36,0,0,46,69,38,11,7,7,"1","1",2,18,63,26,30,33,3,34,61,63,4,22,72
