"date","alabama.unemployment","amazing.sonic.scene.creator.2","annual.convention","arizona.unemployment.rate","arkansas.unemployment","auction","bible.lessons","big.fun.town","birthday.party.invitations","blonde.scene","bridal.bouquets","business.cards","business.in","business.services","ca.unemployment.rate","ca.unemployment","california.unemployment.rate","canadian.unemployment.rate","chase.loan.modification","chinese.movies.online","christening.gowns","clinical.laboratory","co.unemployment","college.community","colorado.unemployment","combofix","community.centers","community.education","community.learning","community","confidentiality.agreement","consultant.resume","ct.unemployment","current.national.unemployment.rate","current.unemployment.rate","current.unemployment","day.school","department.of.labor.unemployment","design.resume","designer.resume","development.center","divorce.mediation","download.streaming.video.free","education.center","effective.resume","emory.first.class.login","failblog","fictitious.business","finding.a.job","florida.unemployment.rate","florida.unemployment","free.tower.defense.games","free.video.tube","functional.resume","ga.unemployment","gmac.loan.modification","grants.wiki","graph.of.unemployment","graphic.design.resume","graphic.designer.resume","green.energy.jobs","grocery.prices.online","hawaii.unemployment.rate","hbo.movies.online","health.education.center","help.for.the.unemployed","high.school.district","highest.unemployment.rate","highest.unemployment","home.loan.modification","home.retention","how.long.is.unemployment.benefits","how.to.get.a.loan.modification","il.unemployment","illinois.unemployment.benefits","illinois.unemployment","independent.schools","indiana.unemployment.rate","indiana.unemployment","iphone.app.tutorial","job.websites","jobless.claims","jobless.rate","jobless","jobs.in.demand","juried","kisses.movie","ks.unemployment","ky.unemployment","labor.department.unemployment","language.center","lawyers","legal.services","length.of.unemployment.benefits","length.of.unemployment","loan.modification.laws","love.story.chords","maine.unemployment.rate","marketing.resume","maryland.unemployment.rate","massachusetts.unemployment.rate","mediation.training","medical.training","mi.unemployment.rate","midnighters.series","mint.com","missouri.unemployment.rate","missouri.unemployment","modified.mortgage","money.supply.chart","montelucia.resort","montgomery.county.community.college","monthly.unemployment.rate","my.gatech","national.unemployment.rate","need4","nevada.unemployment.rate","new.york.unemployment.rate","north.carolina.unemployment.rate","number.of.people.unemployed","nursing.society","ny.ui","ny.unemployment","nys.ui","nys.unemployment","obama.campaign.promises","occasion.dresses","ohio.unemployment.rate","ohio.unemployment","oncology.nursing","online.resume","pa.unemployment.rate","pa.unemployment","paralegal","pennsylvania.unemployment.rate","private.schools.in","promotional.products","pspube","recession.recovery","resume.career","resume.writers","resume","retreat.house","ri.unemployment.rate","roast.restaurant.detroit","sample.resume","san.diego.unemployment.rate","sc.unemployment.rate","schools.on.long.island","services","showgirlzexclusive","skills.test","south.carolina.unemployment.rate","state.by.state.unemployment","state.unemployment","state.with.highest.unemployment","states.with.highest.unemployment","submit.your","technology.center","tennessee.unemployment.rate","tennessee.unemployment","the.unemployed","therapy.training","tn.unemployment","toastmasters","total.unemployment","training.center","ui.benefits","umail.iu.edu","unemp","unemploy","unemployed.benefits","unemployed.workers","unemployed","unemployment.benefit.ny","unemployment.benefit","unemployment.benefits.maryland","unemployment.benefits.massachusetts","unemployment.benefits.pennsylvania","unemployment.benefits","unemployment.blog","unemployment.by.state","unemployment.chart","unemployment.check","unemployment.in.california","unemployment.in","unemployment.insurance.benefits","unemployment.online","unemployment.payments","unemployment.percentage","unemployment.rate.california","unemployment.rate.chart","unemployment.rate.florida","unemployment.rate.forecast","unemployment.rate.in.california","unemployment.rate.in.canada","unemployment.rate.in.new.york","unemployment.rate.in.ohio","unemployment.rate.in.the.us","unemployment.rate.in","unemployment.rate.state","unemployment.rate","unemployment.rates.by.state","unemployment.rates.by.year","unemployment.rates.in.us","unemployment.trend","unemployment","unemployments","university.job","us.jobless.rate","us.unemployment.benefits","us.unemployment.rate.history","us.unemployment.rate","us.unemployment","utah.unemployment.rate","va.unemployment","virginia.unemployment.rate","vocational.school","wa.state.unemployment","washington.state.unemployment.rate","washington.unemployment.rate","weddings","wells.fargo.financial.locations","what.caused.the.recession","wisconsin.unemployment","writing.a.cover.letter","www.unemployment.wisconsin.gov","youth.bible.study"
"2007-11-01",12,26,46,22,22,73,62,0,56,17,34,77,78,67,9,32,8,27,3,16,42,51,13,64,18,"16",60,53,44,75,56,54,15,14,21,20,34,41,39,30,63,43,20,58,36,0,0,53,51,12,26,22,45,65,21,0,24,22,46,25,20,26,34,14,18,19,63,20,13,1,26,12,0,19,20,24,54,8,16,0,40,8,3,16,30,64,22,23,19,34,53,74,58,14,11,0,5,25,38,38,9,37,61,19,50,13,18,22,14,29,9,44,0,24,20,0,0,11,11,17,39,0,21,7,16,5,46,19,19,52,48,16,19,69,19,58,46,0,18,53,74,74,52,0,0,71,0,29,55,80,0,56,30,5,32,0,0,16,50,20,19,17,68,10,55,9,60,21,0,6,17,5,13,25,15,18,26,12,17,16,7,4,18,17,28,29,28,15,9,17,8,16,12,27,31,7,0,18,23,30,11,25,4,9,34,24,23,24,68,22,9,16,30,34,15,33,19,67,26,0,10,50,0,13,16,42,0,57
"2007-12-01",19,0,32,19,25,66,38,0,48,22,34,62,66,51,9,25,7,27,3,22,29,60,28,60,19,"15",52,46,44,70,44,46,18,14,19,22,28,39,28,24,55,38,33,48,28,30,0,43,62,24,26,37,57,44,24,0,16,29,31,36,13,31,12,35,40,0,55,12,8,3,11,0,0,23,26,27,36,9,25,5,34,12,0,11,30,51,46,19,25,39,40,65,50,15,22,15,2,0,29,13,19,23,52,26,35,13,0,27,0,15,0,29,36,0,11,0,0,11,12,0,34,16,22,21,19,5,32,15,22,41,49,24,21,62,19,50,44,0,0,55,58,61,52,0,0,55,23,15,38,73,0,47,0,4,33,0,0,20,46,14,12,17,50,11,48,19,56,17,0,12,24,10,17,27,16,20,31,24,13,19,7,5,14,13,17,29,32,16,11,19,5,6,24,9,11,7,29,19,20,22,9,19,0,0,16,24,24,16,59,23,12,0,18,24,0,37,0,56,20,24,15,49,12,13,15,31,0,28
"2008-01-01",24,0,68,20,33,81,72,11,87,35,67,76,82,75,19,37,29,24,6,30,49,70,38,78,28,"19",75,70,54,87,59,75,20,37,28,30,46,49,55,54,75,48,24,65,41,0,1,54,66,16,34,5,72,51,24,0,73,10,42,29,18,7,21,37,41,0,69,21,13,1,24,0,0,33,24,35,53,26,31,9,51,27,14,25,32,79,36,9,36,43,56,77,63,0,15,14,7,45,62,46,16,44,79,29,62,13,33,31,0,39,28,67,31,22,35,0,11,12,20,16,55,14,27,9,21,33,57,30,28,46,65,57,28,84,21,68,54,0,41,84,68,91,76,0,0,90,41,13,69,86,0,60,14,11,46,15,0,18,54,50,27,17,76,16,68,20,69,17,0,11,47,35,12,27,28,25,51,37,44,25,19,14,25,23,36,33,33,21,37,38,35,29,16,12,28,0,13,32,24,22,23,27,15,0,24,32,30,14,80,21,14,20,28,32,14,43,8,78,29,41,13,77,11,18,27,57,0,65
"2008-02-01",20,0,55,8,21,88,69,11,71,21,51,72,84,68,6,26,14,0,3,28,42,50,23,63,25,"19",67,57,53,78,56,47,15,25,17,21,49,36,60,50,71,42,30,61,27,0,2,53,62,28,30,15,69,73,21,0,45,16,48,30,22,35,16,32,49,18,72,15,8,4,31,11,0,24,18,32,64,12,21,9,45,33,6,25,23,94,46,31,24,41,61,75,55,0,10,14,7,23,53,18,25,25,64,18,32,12,43,22,20,27,12,47,0,11,37,0,12,24,21,16,42,11,28,13,21,22,59,22,24,47,65,15,25,73,26,74,62,0,13,79,62,86,66,22,0,81,21,13,64,82,0,56,28,9,40,15,0,19,52,13,23,28,72,16,63,29,69,14,0,11,22,18,28,31,19,17,20,14,29,22,6,6,10,24,21,32,29,14,8,24,19,5,28,25,10,13,40,17,25,28,15,31,15,9,22,17,26,30,71,63,22,21,36,33,14,26,26,71,30,0,9,66,0,0,17,60,16,76
"2008-03-01",14,24,59,41,20,92,65,0,74,30,52,78,81,67,14,27,19,24,3,42,45,60,30,65,25,"16",73,63,48,80,69,65,18,0,25,21,39,42,47,38,70,40,22,62,37,26,3,45,59,29,27,23,68,60,19,16,80,26,44,25,34,27,21,37,40,18,69,15,15,3,34,0,0,28,13,27,53,11,18,4,42,13,6,16,39,74,25,12,21,41,63,76,62,26,20,0,3,23,70,0,8,16,80,12,61,15,25,24,19,26,8,49,16,11,23,0,0,17,21,24,53,17,27,15,18,12,73,21,21,53,74,29,28,79,17,74,61,6,24,88,71,81,63,0,0,82,21,13,48,83,0,63,14,13,36,15,0,18,55,19,20,25,61,18,62,34,67,13,0,8,22,13,12,31,23,26,51,27,20,21,16,5,24,18,20,32,25,18,14,37,14,10,29,24,24,10,13,16,18,28,16,28,8,17,14,43,25,7,69,20,5,10,26,32,21,33,25,68,22,16,18,64,22,0,17,56,0,44
"2008-04-01",26,0,63,8,37,85,68,0,88,27,56,80,86,61,14,29,16,47,3,41,49,62,46,71,27,"21",59,65,63,83,67,62,19,36,28,31,45,36,45,40,72,47,18,69,52,26,4,52,77,28,32,17,70,77,26,16,36,35,44,40,35,26,15,30,54,17,73,16,9,7,38,0,0,21,23,34,66,19,19,4,46,18,8,25,37,57,40,23,23,34,54,76,63,13,29,13,2,22,46,29,16,46,79,17,30,15,33,25,25,51,10,52,15,16,33,0,17,15,20,23,51,14,22,27,17,9,65,4,25,55,71,21,21,82,29,75,57,0,36,74,57,83,66,0,0,81,41,13,51,84,0,65,41,10,39,0,0,20,57,30,21,31,79,16,62,20,70,30,0,11,33,19,15,29,18,21,38,31,8,22,9,9,28,19,32,35,31,13,19,33,21,19,28,48,0,6,13,24,17,36,28,32,11,0,27,16,26,35,79,20,11,10,32,38,27,29,25,73,42,31,27,62,11,12,17,50,0,46
"2008-05-01",22,0,56,8,18,79,66,22,78,27,51,70,75,64,11,28,14,48,6,32,43,65,21,70,25,"24",67,56,55,80,68,56,21,49,22,20,45,31,45,42,67,51,22,58,41,26,7,42,65,11,32,17,77,63,22,16,43,25,34,27,30,23,0,25,46,17,70,12,7,6,29,11,18,26,18,26,59,15,18,6,47,21,14,20,39,67,61,21,28,31,55,73,58,20,20,27,4,45,48,17,16,22,72,23,61,22,25,24,38,26,8,52,16,16,35,26,11,15,20,31,47,17,20,6,18,9,52,13,21,41,67,18,22,75,17,74,51,19,24,69,67,78,63,21,0,78,51,13,54,79,36,56,14,6,35,0,15,19,48,0,18,27,64,13,61,20,62,11,0,16,17,17,15,31,9,19,35,19,32,22,12,6,12,22,17,30,28,14,19,35,9,15,11,8,14,13,26,33,25,26,15,25,4,0,35,21,24,21,72,0,16,0,26,29,14,27,0,69,29,26,9,68,0,12,13,59,15,38
"2008-06-01",21,0,59,17,26,77,72,11,76,44,49,71,76,62,12,43,23,0,3,29,36,66,42,63,28,"22",69,60,55,77,54,65,22,13,15,25,37,34,46,39,69,45,34,58,15,83,11,48,66,15,38,24,75,65,27,17,54,21,47,41,41,32,22,20,50,18,57,20,20,3,57,12,0,21,20,35,47,20,21,9,43,14,36,39,35,77,34,20,38,37,50,74,61,0,26,28,5,47,58,24,0,26,71,12,32,19,18,27,0,14,10,42,0,11,18,0,0,20,32,50,36,11,28,10,21,8,44,14,23,42,68,42,29,81,40,65,55,37,9,57,67,78,65,33,0,73,44,41,55,84,19,52,29,8,38,0,0,28,50,0,21,17,53,24,65,24,69,22,16,12,31,16,32,27,34,34,45,34,50,31,16,11,24,28,27,33,39,18,20,32,17,18,15,9,10,14,21,52,19,24,13,26,39,17,29,17,30,8,71,43,20,0,29,30,22,38,0,67,41,16,0,75,34,25,15,52,0,52
"2008-07-01",33,48,57,16,34,74,74,22,73,40,58,70,76,60,14,50,22,0,0,30,51,58,32,64,35,"34",59,58,54,78,65,64,28,25,18,26,34,53,40,34,70,59,31,62,33,53,22,54,71,16,46,20,88,59,31,0,44,15,38,32,41,37,31,31,49,0,55,21,17,5,24,0,18,36,43,44,48,15,26,9,51,19,6,25,50,50,57,19,41,56,51,75,59,27,10,14,4,0,54,12,16,27,76,0,0,18,17,31,26,13,6,55,0,16,17,0,23,7,21,16,34,7,34,46,24,5,50,13,27,43,69,22,32,83,26,66,56,49,12,71,77,75,68,21,0,73,21,13,33,82,55,49,14,8,44,15,0,31,61,25,26,19,62,26,62,17,70,27,7,14,16,17,21,27,28,39,20,21,36,28,22,7,16,32,38,42,37,24,12,28,26,10,16,0,28,10,13,33,21,16,14,22,19,17,14,27,34,29,73,20,27,10,24,30,14,40,17,62,18,10,5,74,11,12,20,53,15,36
"2008-08-01",26,36,67,25,25,77,65,0,71,40,38,75,72,61,28,49,11,0,6,25,41,52,49,76,34,"38",67,60,60,84,52,50,30,0,17,16,62,48,44,42,66,49,31,61,18,26,28,51,67,16,44,25,81,65,31,49,22,15,26,18,32,10,10,43,44,0,71,10,9,12,26,11,0,33,27,38,44,30,27,22,40,11,20,26,42,61,45,9,40,49,59,71,60,13,20,14,7,0,41,47,8,29,68,34,0,21,66,32,32,13,10,57,16,43,24,26,11,14,10,0,40,28,34,12,26,7,71,17,32,49,75,18,31,85,9,72,53,61,16,72,48,77,54,0,0,76,42,13,67,82,37,56,0,10,43,15,0,33,61,0,27,27,62,26,64,23,66,25,22,16,31,15,12,28,37,27,27,21,32,27,31,11,16,27,31,38,36,22,19,17,14,15,16,8,14,13,13,0,14,22,13,21,23,0,7,16,32,36,77,20,8,10,21,26,42,44,8,76,35,16,9,68,0,0,17,52,0,38
"2008-09-01",32,22,68,23,27,75,63,41,87,30,46,81,82,69,21,48,46,90,8,35,57,65,41,69,33,"37",65,59,53,82,52,55,28,12,45,41,44,48,47,45,70,47,33,66,29,86,31,62,66,22,49,16,69,72,49,15,75,48,41,28,36,22,10,52,37,33,77,37,28,14,30,10,41,31,36,37,55,21,27,10,50,21,43,27,56,72,38,20,28,52,59,78,54,0,28,25,29,21,71,16,8,25,76,27,29,24,31,32,12,25,26,57,74,61,45,0,16,13,33,29,64,29,39,28,27,27,52,40,31,54,78,17,31,80,0,62,59,87,34,95,58,87,60,20,0,87,49,25,65,85,34,57,39,16,48,14,0,39,55,23,30,27,71,25,69,32,69,25,35,26,40,30,34,33,26,33,15,32,41,40,29,11,39,22,48,44,51,22,18,49,33,44,22,0,31,6,73,46,30,45,15,43,25,16,59,50,36,7,78,67,15,47,54,49,0,47,63,86,39,49,13,65,20,33,20,65,0,64
"2008-10-01",39,30,58,49,53,73,65,37,74,30,38,77,80,65,35,55,63,20,5,42,53,65,57,62,42,"36",66,54,52,75,54,30,30,10,59,60,37,65,44,42,67,34,29,60,28,33,46,50,65,40,51,30,78,65,55,49,80,52,31,31,50,46,26,58,48,15,71,58,31,24,93,0,45,33,45,45,51,29,34,17,49,31,44,45,52,71,31,14,36,67,61,76,60,11,33,34,58,38,56,29,28,30,76,24,52,41,35,35,27,33,7,55,27,32,41,66,10,30,48,13,59,18,41,39,27,40,43,32,31,48,56,46,41,77,11,54,52,54,45,71,49,78,58,36,62,74,53,39,60,83,23,61,35,28,56,0,13,41,55,31,34,36,80,34,63,31,62,34,31,14,31,27,28,40,24,48,63,36,47,50,24,24,48,33,54,52,59,29,31,53,58,33,40,21,59,8,11,28,30,50,28,57,26,28,44,23,41,12,72,34,35,59,63,62,47,51,72,76,57,35,46,58,28,35,24,52,13,47
"2008-11-01",48,22,41,42,55,72,61,31,56,56,36,69,77,63,31,62,68,0,44,47,33,51,61,62,60,"42",62,50,48,72,53,46,41,35,63,61,36,68,43,39,58,39,30,52,23,74,48,39,60,53,53,68,93,58,49,54,75,53,35,32,51,48,14,76,37,33,63,68,57,26,100,41,59,43,43,59,41,36,40,23,51,54,84,76,57,55,42,46,44,65,54,67,52,37,51,13,59,85,40,60,85,27,80,16,58,32,78,45,30,37,50,48,59,56,65,37,37,30,29,30,39,33,48,57,34,88,45,44,48,52,65,88,50,66,48,57,47,79,34,70,60,71,54,59,52,69,29,31,36,73,35,60,39,39,68,28,44,51,47,29,41,48,70,42,48,32,55,30,42,21,50,24,46,47,70,71,74,80,86,64,29,37,54,46,66,62,70,33,22,65,68,56,53,11,66,12,37,46,30,68,50,77,78,31,36,20,51,27,67,58,41,76,76,75,33,59,47,70,52,79,55,48,21,39,26,46,58,46
"2008-12-01",62,32,44,37,47,67,49,98,45,45,33,64,70,58,30,66,54,22,34,54,27,57,52,62,70,"55",50,47,44,71,52,34,61,22,62,64,30,85,36,39,50,32,43,49,30,72,57,47,56,47,61,45,88,43,57,67,80,42,36,25,61,18,19,51,26,47,59,51,52,34,87,10,49,52,61,67,46,41,51,26,49,22,52,51,62,40,74,39,66,81,43,66,48,30,40,37,96,21,44,42,37,26,70,41,98,52,23,68,64,54,32,41,29,64,56,95,31,25,23,14,29,35,56,33,42,17,25,67,60,30,60,62,66,63,43,53,39,88,78,61,47,61,36,57,100,56,47,42,35,73,100,45,25,33,74,100,71,55,51,11,59,54,54,52,44,44,55,50,24,45,43,28,28,51,85,78,71,63,69,60,45,35,46,58,66,67,78,42,26,59,51,67,47,18,30,12,24,15,32,54,46,65,58,23,29,44,59,39,63,46,30,59,56,65,13,75,69,66,48,48,45,48,79,38,47,39,56,30
"2009-01-01",82,31,63,53,78,82,70,38,80,63,72,72,82,70,48,84,88,0,63,58,60,66,57,83,83,"69",65,71,58,86,57,51,59,43,81,70,50,91,50,42,68,45,43,63,34,68,58,50,81,55,76,56,87,68,77,64,88,53,41,35,64,35,22,97,46,0,72,92,65,44,61,38,46,65,75,88,59,49,60,47,61,48,100,70,75,87,28,65,91,88,60,76,58,34,60,71,100,68,66,66,50,41,97,40,80,69,50,80,39,63,53,63,27,80,84,45,54,60,58,41,43,21,71,45,49,99,50,82,80,50,75,97,74,86,26,76,55,81,49,87,55,86,73,27,48,84,63,51,54,83,96,64,48,52,94,38,81,60,53,38,84,53,70,64,62,67,77,56,45,52,68,26,53,59,61,78,78,74,100,87,51,47,58,71,76,89,79,52,37,67,90,41,55,28,73,23,45,57,64,68,52,84,81,72,27,9,72,75,88,80,52,100,85,84,78,87,51,88,53,86,59,79,38,36,62,64,53,38
"2009-02-01",69,32,68,64,73,86,68,89,78,68,60,75,87,71,58,85,82,43,64,45,57,59,96,67,83,"59",67,57,55,78,59,59,64,33,99,99,49,83,49,44,72,34,48,63,39,96,75,53,63,69,76,61,100,69,68,90,73,37,45,46,100,34,56,62,66,31,76,91,78,49,58,40,65,56,100,81,59,100,59,38,56,51,84,70,74,73,48,65,67,91,57,76,63,42,90,62,88,51,52,90,71,30,100,68,84,59,84,76,100,66,74,54,100,69,79,96,36,46,47,43,49,54,78,39,58,72,62,79,74,45,76,59,67,75,27,71,59,91,93,80,59,84,65,39,67,80,47,66,39,86,34,64,100,64,100,33,100,61,60,62,78,74,75,61,64,36,68,47,61,38,56,73,50,89,64,86,100,100,91,92,100,47,100,77,82,92,100,51,46,84,83,61,69,22,69,15,60,60,74,87,75,100,58,68,54,15,75,72,77,28,52,92,88,100,32,87,69,76,95,86,65,65,20,87,58,66,35,37
"2009-03-01",74,58,58,44,77,90,77,62,78,27,67,78,88,72,68,81,98,39,97,59,67,60,100,69,81,"60",73,66,59,80,61,53,75,51,100,100,42,91,50,41,72,46,46,63,38,43,77,54,68,74,72,41,95,66,91,81,66,75,51,39,73,41,50,41,42,100,72,100,84,100,78,54,87,59,90,76,57,68,63,30,57,31,93,86,70,87,64,50,54,93,56,75,60,48,93,100,73,18,54,100,30,39,92,66,100,48,68,73,53,54,84,59,52,62,88,21,65,64,63,52,49,43,75,65,57,64,63,63,71,54,73,100,71,73,31,76,60,77,100,87,66,80,60,17,52,80,77,48,51,85,45,70,57,75,97,48,63,62,59,46,77,82,78,65,60,63,72,71,60,67,88,73,62,86,69,73,67,46,72,68,36,71,73,68,87,88,79,53,24,88,99,36,74,53,58,13,59,94,52,87,82,98,83,27,74,53,72,41,82,75,40,49,95,93,57,97,62,78,63,81,70,67,54,92,67,58,63,34
"2009-04-01",69,90,57,80,70,81,66,55,82,62,54,74,86,71,84,75,100,82,78,38,54,61,87,71,74,"64",67,58,60,83,74,54,59,73,74,79,45,89,45,40,71,56,34,61,21,44,85,53,67,85,72,64,100,69,74,77,74,65,42,25,81,46,22,79,38,15,69,84,71,80,57,74,45,53,69,72,51,38,60,59,47,50,98,69,60,75,48,69,52,84,53,75,61,100,100,52,65,76,52,49,59,36,86,48,52,50,77,79,54,22,80,57,40,96,88,22,43,100,52,27,43,67,71,72,50,56,56,47,67,52,69,70,59,75,54,66,55,65,65,66,51,78,57,18,62,79,88,55,52,84,54,60,82,57,81,37,91,69,58,58,70,72,74,61,61,62,69,51,62,51,83,55,83,75,28,55,76,50,34,61,92,53,55,65,61,81,61,50,48,78,100,52,85,34,83,17,33,41,57,80,59,93,64,7,53,32,66,61,79,95,41,34,80,79,47,84,100,74,62,57,50,62,37,30,68,48,33,28
"2009-05-01",77,69,46,41,60,77,72,100,88,54,56,76,77,57,71,64,86,20,67,68,48,53,80,69,69,"61",59,56,50,77,63,49,63,62,61,66,46,67,52,39,66,44,33,57,32,33,86,48,60,58,69,63,100,69,66,75,97,38,32,28,93,28,42,47,40,44,70,62,48,74,54,27,52,48,57,62,51,47,54,36,52,38,51,52,56,54,65,60,58,73,50,71,54,44,70,73,76,84,50,58,41,36,84,100,64,51,69,71,86,27,99,55,40,63,60,22,38,55,47,33,33,55,69,66,55,42,55,71,70,46,74,69,62,73,7,65,55,91,64,72,50,79,56,17,61,78,69,55,51,79,62,53,46,47,77,24,13,80,50,26,63,60,61,67,57,71,73,52,43,48,70,70,43,65,54,48,52,47,40,57,39,46,54,73,69,70,64,49,42,59,77,43,58,24,78,11,70,41,41,63,52,77,82,28,38,53,62,48,71,17,32,21,61,63,58,66,21,71,66,61,57,68,27,44,65,47,58,50
"2009-06-01",87,51,65,78,68,76,83,9,87,78,57,82,79,70,86,80,94,42,76,62,54,68,56,65,82,"62",68,57,54,78,76,69,71,32,38,44,37,73,46,60,74,41,41,61,30,68,73,55,67,58,85,78,94,62,59,100,70,31,52,41,76,26,27,59,45,60,62,77,57,64,53,66,100,62,50,67,48,79,69,72,65,57,52,63,74,61,64,65,79,85,55,80,61,68,68,65,72,29,59,71,43,41,89,64,93,59,72,76,78,80,74,56,41,52,75,23,44,56,62,34,33,63,68,71,60,66,42,30,69,33,80,69,62,74,26,67,58,87,60,66,81,78,73,46,32,82,63,68,56,87,40,51,24,56,85,51,13,91,56,27,86,58,68,83,60,37,71,74,48,60,70,54,42,70,41,57,51,44,65,67,62,56,58,57,86,79,70,58,30,45,82,45,58,25,53,11,23,43,31,63,45,75,72,43,21,28,67,100,71,71,38,52,72,66,42,76,87,75,89,54,47,75,76,15,69,62,67,40
"2009-07-01",86,70,50,52,93,78,74,37,84,74,64,77,77,69,82,77,98,20,88,48,65,67,81,66,69,"73",66,55,53,75,76,65,69,21,58,53,34,86,40,32,70,42,39,59,12,55,69,55,66,79,84,53,94,65,81,63,43,52,32,31,61,29,39,100,49,29,60,89,64,81,60,65,37,54,48,63,47,51,61,74,57,58,54,62,83,52,83,63,78,91,51,76,58,44,71,69,81,19,59,64,52,46,95,53,0,54,70,73,49,39,65,66,27,46,62,22,71,44,78,13,37,67,85,70,66,52,50,61,69,50,83,79,65,77,50,65,60,57,48,68,54,75,56,71,70,79,79,100,48,85,85,49,58,67,90,37,52,87,50,58,95,66,76,89,63,50,74,83,62,42,68,53,44,75,32,60,63,72,57,65,61,69,52,72,100,78,74,59,38,45,88,64,79,24,83,11,39,90,57,66,62,84,89,35,38,18,70,55,75,17,51,64,73,68,100,82,36,65,95,75,46,73,46,45,74,54,72,51
"2009-08-01",86,50,57,62,62,78,81,54,77,81,52,79,79,67,56,64,86,100,88,75,58,69,73,79,73,"78",68,64,69,83,69,61,72,31,38,41,65,82,41,37,74,48,31,64,29,22,85,66,61,60,86,44,95,59,81,90,79,25,31,29,49,45,51,72,51,72,83,52,40,72,66,83,67,53,73,69,50,41,62,66,50,45,41,63,70,64,75,71,72,87,52,76,70,66,74,34,76,19,75,63,52,34,93,24,38,65,63,71,97,38,70,63,66,91,57,44,42,48,47,33,31,78,86,56,71,36,57,47,73,49,86,54,69,79,25,73,61,100,75,64,49,80,55,18,38,78,78,55,50,85,69,56,23,48,86,25,52,83,55,31,88,65,67,75,62,50,69,79,80,44,76,64,31,72,27,59,46,69,43,68,60,44,37,61,90,77,65,60,32,43,78,39,60,27,67,14,22,34,50,53,53,63,50,7,23,9,69,18,81,17,46,63,53,56,52,91,63,82,85,35,23,70,27,25,83,38,90,52
"2009-09-01",90,29,59,43,74,76,85,43,92,42,45,77,88,70,100,69,84,19,91,78,64,67,66,67,63,"79",65,64,59,80,61,43,70,30,76,77,49,80,50,42,73,37,23,62,36,74,88,54,64,88,85,50,88,59,56,66,100,29,33,46,63,19,29,94,54,70,81,75,52,62,72,35,43,57,65,56,51,51,55,66,67,36,69,67,75,72,59,94,55,87,61,77,66,69,75,22,67,27,62,65,36,38,87,41,49,79,100,67,57,47,51,54,50,78,77,32,86,47,70,25,48,72,82,73,61,42,49,69,62,61,87,86,72,83,65,64,63,78,92,89,60,81,56,25,44,84,83,42,61,85,81,54,66,74,86,41,75,84,56,50,88,64,71,68,60,59,65,83,86,40,60,61,66,73,52,60,60,62,29,70,60,68,63,69,86,81,68,56,19,59,79,43,88,29,75,13,37,53,68,80,72,82,72,33,42,30,67,63,89,16,55,64,70,78,56,80,54,82,69,67,40,64,44,48,64,51,37,55
"2009-10-01",77,90,63,100,99,75,80,58,81,42,44,74,93,66,63,62,83,18,71,61,52,76,61,60,69,"68",62,53,51,75,87,50,62,9,70,77,39,87,45,47,70,36,35,57,28,100,81,54,52,73,81,91,81,79,65,75,83,51,54,41,72,28,39,90,52,40,73,55,68,73,68,100,74,53,57,63,43,69,56,40,68,42,70,74,87,57,59,66,68,95,58,75,56,85,49,62,59,43,67,44,50,26,80,61,70,62,82,64,64,45,53,55,36,70,73,100,47,72,62,84,46,63,89,100,76,58,43,39,61,59,75,57,59,79,49,61,58,81,77,80,54,77,63,32,28,78,71,50,53,83,77,59,32,88,88,45,83,93,51,33,61,80,78,60,54,80,66,86,62,54,72,68,81,83,43,64,83,37,61,80,74,83,73,63,87,85,97,68,36,63,92,81,73,31,100,15,74,50,67,86,87,88,89,38,51,53,71,55,80,47,89,61,78,96,53,76,38,84,89,64,48,59,100,54,68,60,29,63
"2009-11-01",94,18,51,42,65,74,76,93,57,43,35,71,87,63,56,66,99,56,75,80,49,67,95,62,71,"73",58,52,52,73,76,48,98,39,64,71,35,93,40,42,59,40,25,54,32,51,88,57,60,100,83,70,91,58,74,77,74,60,38,37,55,34,48,73,39,14,64,94,69,66,52,68,76,53,73,68,45,68,65,70,64,36,84,90,79,50,96,46,66,94,49,68,61,62,69,32,82,62,49,77,64,35,80,31,24,53,39,74,50,72,43,47,25,76,81,51,48,77,72,92,34,68,100,88,86,50,39,60,76,46,76,90,78,71,43,55,56,91,54,62,37,68,44,41,43,73,97,51,26,75,93,54,54,100,99,29,48,90,43,73,82,71,66,62,54,100,63,98,87,60,47,63,83,86,80,59,70,52,65,83,56,100,82,66,81,87,100,72,44,82,79,100,100,25,84,5,76,77,53,91,100,94,100,52,52,29,78,23,74,88,83,94,86,97,81,80,46,74,76,61,56,51,34,60,87,44,66,34
